,file,seed,best_reg,dof,all_accuracy,all_bal_acc,all_abs_err,train_accuracy,train_bal_acc,train_abs_err,test_accuracy,test_bal_acc,test_abs_err,spearman_corr,pearson_corr,precision,sensitivity
54,simdata_v2_TS0.5_SS0.3.h5ad,7246,0.017198352568978403,77,0.4677137870855148,0.4049283337240671,0.800882280061231,0.4621359223300971,0.3978948618152616,0.7970122423968097,0.5172413793103449,0.4674690388976103,0.8332679225536369,0.951736234650294,0.9695089801879546,0.22077922077922077,0.0016717474677942767
55,simdata_v2_TS0.5_SS0.5.h5ad,2853,0.017198352568978403,62,0.462478184991274,0.38784298361352487,0.8990785179489299,0.46990291262135925,0.3954954479524906,0.8723626629788844,0.39655172413793105,0.3200767486481772,1.1348552241409386,0.9487982965827431,0.9674590329025125,0.16129032258064516,0.0009844457570387872
56,simdata_v2_TS0.5_SS0.5.h5ad,8236,0.017198352568978403,147,0.4886561954624782,0.4236980072750941,0.8290773764086211,0.49902912621359224,0.4331871847948597,0.7909032121891889,0.39655172413793105,0.34048491191348335,1.1575309611023898,0.8955952743463917,0.9229731294948178,0.14965986394557823,0.0021657806654853317
57,simdata_v2_TS0.5_SS0.5.h5ad,1014,0.013998044631816713,141,0.4712041884816754,0.41598121268516525,0.8889968514040631,0.47378640776699027,0.41855731174724486,0.8552036797220172,0.4482758620689655,0.3945578231292517,1.178854875283447,0.9448519173330819,0.9699831389849515,0.19148936170212766,0.0026580035440047253
58,simdata_v2_TS0.5_SS0.5.h5ad,9419,0.013998044631816713,108,0.4869109947643979,0.42918777427918575,0.8053063651004816,0.4854368932038835,0.426862924095098,0.7840288827914055,0.5,0.4512471655328798,0.98327664399093,0.9501395042194429,0.9699154242743172,0.18518518518518517,0.0019688915140775743
59,simdata_v2_TS0.5_SS0.5.h5ad,6552,0.013998044631816713,939,0.5043630017452007,0.4643257593842459,0.79990537805933,0.5223300970873787,0.48251410971601444,0.7059633961804553,0.3448275862068966,0.30612244897959184,1.6289682539682542,0.7760049298167035,0.6164198652491015,0.09584664536741214,0.008860011813349085
60,simdata_v2_TS0.7_SS0.1.h5ad,8013,0.013998044631816713,557,0.4328097731239092,0.37993119403189995,1.005657172914957,0.44854368932038835,0.396136489644819,0.8979723815685521,0.29310344827586204,0.23809523809523808,1.9486961451247167,0.8333083721284462,0.8042668776379771,0.13464991023339318,0.0052188435042794514
61,simdata_v2_TS0.7_SS0.1.h5ad,569,0.017198352568978403,77,0.418848167539267,0.3594958968208948,1.0082724627926034,0.42524271844660194,0.36621413723788204,0.9947704752699097,0.3620689655172414,0.30385487528344673,1.114795918367347,0.9696471961189111,0.9842950821753411,0.2987012987012987,0.0016004453413123651
62,simdata_v2_TS0.7_SS0.1.h5ad,1259,0.017198352568978403,87,0.4432809773123909,0.3845317358810337,0.9423806020451274,0.44660194174757284,0.3877440473058063,0.9382315921606814,0.41379310344827586,0.36054421768707484,0.9708049886621316,0.9620915414556074,0.980170204758792,0.27586206896551724,0.0016700299213694245
63,simdata_v2_TS0.7_SS0.1.h5ad,3636,0.01139325715811699,794,0.5113438045375218,0.46145292579263636,0.7869969488792598,0.5300970873786408,0.4810435776931081,0.6909382172921779,0.3448275862068966,0.2857142857142857,1.6391723356009071,0.7844113490901896,0.6709245397755788,0.11712846347607053,0.00647136594530652
64,simdata_v2_TS0.7_SS0.1.h5ad,6837,0.013998044631816713,323,0.39790575916230364,0.3404423081809434,1.1342935501389046,0.40194174757281553,0.34538832181926754,1.0962867495272777,0.3620689655172414,0.29761904761904756,1.4603174603174607,0.9229782476494264,0.9549691155404519,0.21981424148606812,0.004940505184051214
65,simdata_v2_TS0.7_SS0.3.h5ad,9082,0.013998044631816713,609,0.43804537521815007,0.38509267506130035,1.0537575292645263,0.45436893203883494,0.4028181758731675,0.9355533754573181,0.29310344827586204,0.23015873015873017,2.091836734693878,0.8235039127645436,0.7909266097732447,0.1625615763546798,0.0069605568445475635
66,simdata_v2_TS0.7_SS0.3.h5ad,6932,0.01139325715811699,828,0.5549738219895288,0.520347369078172,0.6957002605114441,0.5805825242718446,0.5480835959850567,0.5794143970769027,0.3275862068965517,0.27437641723356004,1.7236394557823131,0.7854719026344618,0.6731024890691746,0.10869565217391304,0.006327778949588694
67,simdata_v2_TS0.7_SS0.3.h5ad,2868,0.013998044631816713,532,0.4712041884816754,0.41754352514677173,0.9517881277222636,0.4815533980582524,0.42874557871870983,0.869183020714101,0.3793103448275862,0.3174603174603175,1.6819727891156464,0.8468443827912606,0.8482390649160263,0.16729323308270677,0.006257470294593264
68,simdata_v2_TS0.7_SS0.3.h5ad,8519,0.01139325715811699,832,0.5078534031413613,0.4654382011490766,0.7688408969400001,0.5281553398058253,0.4869204354180172,0.6851563823531381,0.3275862068965517,0.27777777777777773,1.505668934240363,0.8255688252495813,0.7721310092348346,0.140625,0.008226112634465302
69,simdata_v2_TS0.7_SS0.3.h5ad,5904,0.01139325715811699,963,0.46596858638743455,0.4159276107590286,0.9840154019012481,0.48349514563106794,0.43355288092348093,0.8426437633078561,0.3103448275862069,0.2619047619047619,2.2227891156462585,0.8076683245244094,0.7455586305037458,0.14849428868120457,0.010054137664346482
70,simdata_v2_TS0.9_SS0.1.h5ad,3547,0.009273174367221405,396,0.4467713787085515,0.396583524840354,0.9514932409204827,0.4621359223300971,0.4124266901395943,0.8750579576753506,0.3103448275862069,0.2585034013605442,1.622448979591837,0.8698080746988933,0.8970001843741392,0.23737373737373738,0.005105366065609385
71,simdata_v2_TS0.9_SS0.1.h5ad,3827,0.009273174367221405,486,0.46596858638743455,0.4148375222105741,0.9172335717098646,0.4796116504854369,0.42848477297714743,0.7989492224130197,0.3448275862068966,0.29563492063492064,1.9589002267573699,0.8041849607422332,0.806968771997617,0.17901234567901234,0.004725179230936346
72,simdata_v2_TS0.9_SS0.1.h5ad,7642,0.01139325715811699,131,0.47469458987783597,0.4276305163876354,0.8159665525839974,0.47184466019417476,0.42334726534511585,0.7825097855147896,0.5,0.46598639455782315,1.1034580498866216,0.9276249226447157,0.9643050556387543,0.19083969465648856,0.0013578101238322833
73,simdata_v2_TS0.9_SS0.1.h5ad,1146,0.009273174367221405,436,0.450261780104712,0.3998665032154102,0.91327965852088,0.4601941747572815,0.4114265707223504,0.8299105208071887,0.3620689655172414,0.2981859410430839,1.6422902494331069,0.8587844922284968,0.884124331621508,0.22477064220183487,0.0053226156854225505
74,simdata_v2_TS0.9_SS0.1.h5ad,4686,0.013998044631816713,74,0.43455497382198954,0.37726446065824426,0.9194792786135447,0.429126213592233,0.37006747580282795,0.9246530804462771,0.4827586206896552,0.4421768707482993,0.8693310657596374,0.9692353362382733,0.9843777270036511,0.22972972972972974,0.0009233108842059526
