,file,seed,best_reg,dof,train_accuracy,train_bal_acc,train_abs_err,test_accuracy,test_bal_acc,test_abs_err,spearman_corr,pearson_corr,precision,sensitivity
0,simdata_TS0.1_SS0.1.h5ad,1508,0.25,0,0.229126213592233,0.14285714285714285,3.0,0.22413793103448276,0.14285714285714285,3.0000000000000004,,,0.0,0.0
1,simdata_TS0.1_SS0.1.h5ad,5424,0.25,0,0.229126213592233,0.14285714285714285,3.0,0.22413793103448276,0.14285714285714285,3.0000000000000004,,,0.0,0.0
2,simdata_TS0.1_SS0.1.h5ad,1097,0.25,0,0.229126213592233,0.14285714285714285,3.0,0.22413793103448276,0.14285714285714285,3.0000000000000004,,,0.0,0.0
3,simdata_TS0.1_SS0.1.h5ad,3498,0.25,0,0.229126213592233,0.14285714285714285,3.0,0.22413793103448276,0.14285714285714285,3.0000000000000004,,,0.0,0.0
4,simdata_TS0.1_SS0.1.h5ad,1166,0.25,0,0.229126213592233,0.14285714285714285,3.0,0.22413793103448276,0.14285714285714285,3.0000000000000004,,,0.0,0.0
5,simdata_TS0.1_SS0.3.h5ad,584,0.25,0,0.229126213592233,0.14285714285714285,3.0,0.22413793103448276,0.14285714285714285,3.0000000000000004,,,0.0,0.0
6,simdata_TS0.1_SS0.3.h5ad,3448,0.25,0,0.229126213592233,0.14285714285714285,3.0,0.22413793103448276,0.14285714285714285,3.0000000000000004,,,0.0,0.0
7,simdata_TS0.1_SS0.3.h5ad,5887,0.2110397281373741,0,0.229126213592233,0.14285714285714285,3.0,0.22413793103448276,0.14285714285714285,3.0000000000000004,,,0.0,0.0
8,simdata_TS0.1_SS0.3.h5ad,8304,0.1781510674091871,0,0.229126213592233,0.14285714285714285,3.0,0.22413793103448276,0.14285714285714285,3.0000000000000004,,,0.0,0.0
9,simdata_TS0.1_SS0.3.h5ad,1468,0.25,0,0.229126213592233,0.14285714285714285,3.0,0.22413793103448276,0.14285714285714285,3.0000000000000004,,,0.0,0.0
10,simdata_TS0.1_SS0.5.h5ad,8872,0.25,0,0.229126213592233,0.14285714285714285,3.0,0.22413793103448276,0.14285714285714285,3.0000000000000004,,,0.0,0.0
11,simdata_TS0.1_SS0.5.h5ad,3445,0.1781510674091871,0,0.229126213592233,0.14285714285714285,3.0,0.22413793103448276,0.14285714285714285,3.0000000000000004,,,0.0,0.0
12,simdata_TS0.1_SS0.5.h5ad,6291,0.25,0,0.229126213592233,0.14285714285714285,3.0,0.22413793103448276,0.14285714285714285,3.0000000000000004,,,0.0,0.0
13,simdata_TS0.1_SS0.5.h5ad,9530,0.25,0,0.229126213592233,0.14285714285714285,3.0,0.22413793103448276,0.14285714285714285,3.0000000000000004,,,0.0,0.0
