,files,seed,dof,mae,acc,bacc,cor_spearman,cor_pearson
1,~/data/simdata_v2_TS0.1_SS0.1.h5ad,5353,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
2,~/data/simdata_v2_TS0.1_SS0.1.h5ad,3721,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
3,~/data/simdata_v2_TS0.1_SS0.1.h5ad,4300,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
4,~/data/simdata_v2_TS0.1_SS0.1.h5ad,8123,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
5,~/data/simdata_v2_TS0.1_SS0.1.h5ad,2186,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
6,~/data/simdata_v2_TS0.1_SS0.3.h5ad,5353,7,2.71204188481675,0.228621291448517,0.142857142857143,0.258693226713251,0.257926261578584
7,~/data/simdata_v2_TS0.1_SS0.3.h5ad,3721,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
8,~/data/simdata_v2_TS0.1_SS0.3.h5ad,4300,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
9,~/data/simdata_v2_TS0.1_SS0.3.h5ad,8123,5,2.71902268760907,0.228621291448517,0.142857142857143,0.27405464078158,0.270644800052533
10,~/data/simdata_v2_TS0.1_SS0.3.h5ad,2186,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
11,~/data/simdata_v2_TS0.1_SS0.5.h5ad,5353,7,2.54275741710297,0.239092495636998,0.153362177626082,0.313030723154759,0.308263851697427
12,~/data/simdata_v2_TS0.1_SS0.5.h5ad,3721,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
13,~/data/simdata_v2_TS0.1_SS0.5.h5ad,4300,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
14,~/data/simdata_v2_TS0.1_SS0.5.h5ad,8123,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
15,~/data/simdata_v2_TS0.1_SS0.5.h5ad,2186,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
16,~/data/simdata_v2_TS0.1_SS0.7.h5ad,5353,3,2.71727748691099,0.226876090750436,0.141766630316249,0.27729316392805,0.292399787893789
17,~/data/simdata_v2_TS0.1_SS0.7.h5ad,3721,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
18,~/data/simdata_v2_TS0.1_SS0.7.h5ad,4300,5,2.70506108202443,0.228621291448517,0.143467310588357,0.277346180250403,0.284282532084286
19,~/data/simdata_v2_TS0.1_SS0.7.h5ad,8123,5,2.71902268760907,0.228621291448517,0.142857142857143,0.266024730349868,0.282778521193412
20,~/data/simdata_v2_TS0.1_SS0.7.h5ad,2186,3,2.71902268760907,0.228621291448517,0.142857142857143,0.273340871679593,0.278093635115415
21,~/data/simdata_v2_TS0.1_SS0.9.h5ad,5353,6,2.71902268760907,0.228621291448517,0.142857142857143,0.268129433640959,0.272817270441241
22,~/data/simdata_v2_TS0.1_SS0.9.h5ad,3721,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
23,~/data/simdata_v2_TS0.1_SS0.9.h5ad,4300,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
24,~/data/simdata_v2_TS0.1_SS0.9.h5ad,8123,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
25,~/data/simdata_v2_TS0.1_SS0.9.h5ad,2186,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
26,~/data/simdata_v2_TS0.3_SS0.1.h5ad,5353,58,1.69458987783595,0.326352530541012,0.24878585563067,0.505935217261883,0.533445712789771
27,~/data/simdata_v2_TS0.3_SS0.1.h5ad,3721,10,2.44851657940663,0.246073298429319,0.16230461650309,0.360378822117494,0.393313155010986
28,~/data/simdata_v2_TS0.3_SS0.1.h5ad,4300,37,2.01396160558464,0.296684118673647,0.214818798407047,0.484657472707263,0.511574392748484
29,~/data/simdata_v2_TS0.3_SS0.1.h5ad,8123,31,1.87958115183246,0.300174520069808,0.214818688387622,0.48672481080328,0.503546964274353
30,~/data/simdata_v2_TS0.3_SS0.1.h5ad,2186,42,1.96335078534031,0.298429319371728,0.214545360128784,0.482831816263951,0.518250219008551
31,~/data/simdata_v2_TS0.3_SS0.3.h5ad,5353,6,2.71902268760907,0.228621291448517,0.142857142857143,0.265770674564987,0.275012457374464
32,~/data/simdata_v2_TS0.3_SS0.3.h5ad,3721,6,2.71902268760907,0.228621291448517,0.142857142857143,0.31581777750505,0.315589917405938
33,~/data/simdata_v2_TS0.3_SS0.3.h5ad,4300,10,2.36125654450262,0.256544502617801,0.172508698135743,0.350329497332428,0.359635687908578
34,~/data/simdata_v2_TS0.3_SS0.3.h5ad,8123,18,2.33158813263525,0.254799301919721,0.172939474193564,0.36495154090878,0.376465184483128
35,~/data/simdata_v2_TS0.3_SS0.3.h5ad,2186,8,2.71902268760907,0.228621291448517,0.142857142857143,0.30999272642071,0.317528024292921
36,~/data/simdata_v2_TS0.3_SS0.5.h5ad,5353,8,2.71902268760907,0.228621291448517,0.142857142857143,0.269356815406334,0.288271169629511
37,~/data/simdata_v2_TS0.3_SS0.5.h5ad,3721,1,2.71902268760907,0.228621291448517,0.142857142857143,0.210245296252298,0.206972997789617
