,files,seed,dof,mae,acc,bacc,cor_spearman,cor_pearson
39,~/data/simdata_v2_TS0.3_SS0.5.h5ad,6570,9,2.56544502617801,0.242582897033159,0.157072752765228,0.31864799112354,0.325881290089209
40,~/data/simdata_v2_TS0.3_SS0.5.h5ad,2319,7,2.57766143106457,0.242582897033159,0.158293088227657,0.291656741434066,0.310908599034758
41,~/data/simdata_v2_TS0.3_SS0.7.h5ad,2745,0,2.71902268760907,0.228621291448517,0.142857142857143,NA,NA
42,~/data/simdata_v2_TS0.3_SS0.7.h5ad,4748,5,2.68586387434555,0.233856893542757,0.147959183673469,0.31358027518438,0.324978388559092
43,~/data/simdata_v2_TS0.3_SS0.7.h5ad,5174,8,2.71902268760907,0.228621291448517,0.142857142857143,0.315014442467319,0.324785254488299
44,~/data/simdata_v2_TS0.3_SS0.7.h5ad,6570,1,2.71902268760907,0.228621291448517,0.142857142857143,0.245526748686067,0.245654722101598
45,~/data/simdata_v2_TS0.3_SS0.7.h5ad,2319,20,2.42233856893543,0.254799301919721,0.172638521057278,0.382559699248535,0.390945313386077
46,~/data/simdata_v2_TS0.5_SS0.1.h5ad,2745,45,1.57242582897033,0.31064572425829,0.236698901558059,0.609842625731309,0.643829921705306
47,~/data/simdata_v2_TS0.5_SS0.1.h5ad,4748,41,1.6369982547993,0.317626527050611,0.240224404020774,0.62824951271216,0.661255939282125
48,~/data/simdata_v2_TS0.5_SS0.1.h5ad,5174,46,1.62303664921466,0.338568935427574,0.265657704524311,0.638731913880469,0.66101702772136
49,~/data/simdata_v2_TS0.5_SS0.1.h5ad,6570,41,1.6457242582897,0.315881326352531,0.23674009883185,0.629742661197601,0.653963615186223
50,~/data/simdata_v2_TS0.5_SS0.1.h5ad,2319,56,1.53577661431065,0.331588132635253,0.256343561130264,0.655890141168423,0.675594555350212
51,~/data/simdata_v2_TS0.5_SS0.3.h5ad,2745,62,1.31762652705061,0.345549738219895,0.266165274140802,0.639719668151228,0.705175474837913
52,~/data/simdata_v2_TS0.5_SS0.3.h5ad,4748,53,1.31937172774869,0.343804537521815,0.26289642699315,0.630100997067977,0.698183723613457
53,~/data/simdata_v2_TS0.5_SS0.3.h5ad,5174,85,1.24607329842932,0.354275741710297,0.278240387604317,0.661796788400312,0.723796429785731
54,~/data/simdata_v2_TS0.5_SS0.3.h5ad,6570,59,1.36649214659686,0.333333333333333,0.248788256054489,0.646179507896823,0.711080155261411
55,~/data/simdata_v2_TS0.5_SS0.3.h5ad,2319,55,1.41710296684119,0.343804537521815,0.262301861275886,0.636308885522581,0.703520300039041
56,~/data/simdata_v2_TS0.5_SS0.5.h5ad,2745,74,1.2216404886562,0.354275741710297,0.277421471535014,0.685587529917216,0.725177299880666
57,~/data/simdata_v2_TS0.5_SS0.5.h5ad,4748,78,1.31937172774869,0.363001745200698,0.284168942868553,0.711422646605527,0.737937895600921
58,~/data/simdata_v2_TS0.5_SS0.5.h5ad,5174,79,1.21116928446771,0.366492146596859,0.294004497952677,0.712424903677231,0.740276852358076
59,~/data/simdata_v2_TS0.5_SS0.5.h5ad,6570,69,1.38568935427574,0.338568935427574,0.25608806490874,0.696650692619731,0.737259047979843
60,~/data/simdata_v2_TS0.5_SS0.5.h5ad,2319,82,1.28097731239092,0.347294938917976,0.270924991923982,0.708886610271672,0.747930847071362
61,~/data/simdata_v2_TS0.7_SS0.1.h5ad,2745,42,0.940663176265271,0.417102966841187,0.34282657941913,0.865059089528357,0.910052284285541
62,~/data/simdata_v2_TS0.7_SS0.1.h5ad,4748,27,0.956369982547993,0.403141361256544,0.327565527014311,0.862803266892682,0.910917694107736
63,~/data/simdata_v2_TS0.7_SS0.1.h5ad,5174,44,0.893542757417103,0.43455497382199,0.373361532522302,0.863716669034368,0.914338030991408
64,~/data/simdata_v2_TS0.7_SS0.1.h5ad,6570,37,0.931937172774869,0.408376963350785,0.331422647589335,0.860490420408218,0.914115762263743
65,~/data/simdata_v2_TS0.7_SS0.1.h5ad,2319,42,0.923211169284468,0.413612565445026,0.342732248700458,0.86409772101722,0.913541226787774
66,~/data/simdata_v2_TS0.7_SS0.3.h5ad,2745,55,0.897033158813264,0.453752181500873,0.383305714699032,0.836644089709573,0.903210373963655
67,~/data/simdata_v2_TS0.7_SS0.3.h5ad,4748,39,0.919720767888307,0.443280977312391,0.369414641642556,0.843620843092555,0.904482596223907
68,~/data/simdata_v2_TS0.7_SS0.3.h5ad,5174,44,0.952879581151832,0.429319371727749,0.360495545426312,0.837691058780677,0.901921358459289
69,~/data/simdata_v2_TS0.7_SS0.3.h5ad,6570,23,1.03664921465969,0.394415357766143,0.307580962196302,0.841552482786189,0.897499956519612
70,~/data/simdata_v2_TS0.7_SS0.3.h5ad,2319,37,0.993019197207679,0.420593368237347,0.342475964191605,0.843306828913376,0.905058394157285
71,~/data/simdata_v2_TS0.9_SS0.1.h5ad,2745,10,0.919720767888307,0.43455497382199,0.354025513291314,0.922620040086201,0.943875738301325
72,~/data/simdata_v2_TS0.9_SS0.1.h5ad,4748,9,0.912739965095986,0.43804537521815,0.365115001240874,0.920696089552324,0.947000448814334
73,~/data/simdata_v2_TS0.9_SS0.1.h5ad,5174,11,0.883071553228621,0.457242582897033,0.39158625419674,0.924347341099276,0.947030124158733
74,~/data/simdata_v2_TS0.9_SS0.1.h5ad,6570,17,0.883071553228621,0.441535776614311,0.366160166009907,0.918994493942065,0.948998323395303
75,~/data/simdata_v2_TS0.9_SS0.1.h5ad,2319,22,0.860383944153578,0.452006980802792,0.38015205944939,0.926025591356109,0.949626862196628
