CMDLINE /home/julian/.local/share/virtualenvs/code-tW9RC7Ez/bin/python test.py
MEM 0.625000 1691840970.0853
MEM 26.136719 1691840970.1855
MEM 41.500000 1691840970.2857
MEM 67.257812 1691840970.3860
MEM 98.996094 1691840970.4862
MEM 117.769531 1691840970.5864
MEM 128.519531 1691840970.6866
MEM 219.585938 1691840970.7869
MEM 226.460938 1691840970.8871
MEM 241.960938 1691840970.9873
MEM 250.460938 1691840971.0875
MEM 266.835938 1691840971.1877
MEM 273.585938 1691840971.2879
MEM 279.277344 1691840971.3882
MEM 288.527344 1691840971.4884
MEM 476.945312 1691840971.5886
MEM 502.191406 1691840971.6889
MEM 519.867188 1691840971.7891
MEM 703.546875 1691840971.8895
MEM 703.546875 1691840971.9897
MEM 703.710938 1691840972.0899
MEM 733.644531 1691840972.1902
MEM 757.558594 1691840972.2904
MEM 793.304688 1691840972.3907
MEM 757.671875 1691840972.4910
MEM 864.648438 1691840972.5912
MEM 757.558594 1691840972.6914
MEM 757.671875 1691840972.7917
MEM 757.671875 1691840972.8919
MEM 757.558594 1691840972.9921
MEM 757.558594 1691840973.0924
MEM 757.671875 1691840973.1926
MEM 757.671875 1691840973.2929
MEM 757.558594 1691840973.3932
MEM 773.304688 1691840973.4935
MEM 757.671875 1691840973.5937
MEM 841.648438 1691840973.6940
MEM 757.558594 1691840973.7943
MEM 864.515625 1691840973.8945
MEM 757.671875 1691840973.9947
MEM 586.238281 1691840974.0949
MEM 724.144531 1691840974.1952
MEM 728.535156 1691840974.2955
MEM 724.132812 1691840974.3957
MEM 804.480469 1691840974.4960
MEM 758.078125 1691840974.5963
MEM 904.230469 1691840974.6966
MEM 758.078125 1691840974.7968
MEM 952.960938 1691840974.8971
MEM 758.078125 1691840974.9973
MEM 758.078125 1691840975.0976
MEM 758.078125 1691840975.1978
MEM 758.078125 1691840975.2980
MEM 758.078125 1691840975.3983
MEM 758.078125 1691840975.4985
MEM 758.078125 1691840975.5987
MEM 758.078125 1691840975.6990
MEM 758.078125 1691840975.7992
MEM 758.078125 1691840975.8994
MEM 758.078125 1691840975.9996
MEM 758.078125 1691840976.0999
MEM 842.480469 1691840976.2002
MEM 758.078125 1691840976.3004
MEM 620.175781 1691840976.4006
MEM 710.253906 1691840976.5008
MEM 710.253906 1691840976.6010
MEM 710.253906 1691840976.7013
MEM 710.253906 1691840976.8015
MEM 758.074219 1691840976.9017
MEM 758.074219 1691840977.0020
MEM 758.074219 1691840977.1022
MEM 758.074219 1691840977.2024
MEM 758.074219 1691840977.3027
MEM 828.476562 1691840977.4030
MEM 758.074219 1691840977.5032
MEM 866.851562 1691840977.6035
MEM 758.074219 1691840977.7037
MEM 966.226562 1691840977.8040
MEM 758.074219 1691840977.9043
MEM 758.074219 1691840978.0045
MEM 758.074219 1691840978.1048
MEM 758.074219 1691840978.2050
MEM 758.074219 1691840978.3052
MEM 758.074219 1691840978.4055
MEM 758.074219 1691840978.5057
MEM 758.074219 1691840978.6059
MEM 758.074219 1691840978.7062
MEM 693.386719 1691840978.8065
MEM 710.253906 1691840978.9068
MEM 916.406250 1691840979.0071
MEM 710.253906 1691840979.1073
MEM 920.957031 1691840979.2076
MEM 758.074219 1691840979.3079
MEM 758.074219 1691840979.4081
MEM 758.074219 1691840979.5083
MEM 758.074219 1691840979.6086
MEM 758.074219 1691840979.7088
MEM 758.074219 1691840979.8090
MEM 758.074219 1691840979.9093
MEM 758.074219 1691840980.0095
MEM 758.074219 1691840980.1098
MEM 758.074219 1691840980.2100
MEM 758.074219 1691840980.3103
MEM 758.074219 1691840980.4105
MEM 802.476562 1691840980.5109
MEM 758.074219 1691840980.6111
MEM 838.476562 1691840980.7114
MEM 758.074219 1691840980.8117
MEM 940.226562 1691840980.9120
MEM 758.074219 1691840981.0122
MEM 542.718750 1691840981.1125
MEM 710.253906 1691840981.2128
MEM 710.253906 1691840981.3130
MEM 710.253906 1691840981.4133
MEM 734.035156 1691840981.5136
MEM 758.074219 1691840981.6138
MEM 758.074219 1691840981.7141
MEM 758.074219 1691840981.8143
MEM 790.476562 1691840981.9146
MEM 758.074219 1691840982.0149
MEM 874.226562 1691840982.1153
MEM 758.074219 1691840982.2156
MEM 896.957031 1691840982.3159
MEM 758.074219 1691840982.4162
MEM 758.074219 1691840982.5164
MEM 758.074219 1691840982.6166
MEM 758.074219 1691840982.7169
MEM 758.074219 1691840982.8172
MEM 758.074219 1691840982.9174
MEM 758.074219 1691840983.0176
MEM 758.074219 1691840983.1179
MEM 758.074219 1691840983.2181
MEM 758.074219 1691840983.3183
MEM 758.074219 1691840983.4185
MEM 568.867188 1691840983.5188
MEM 709.742188 1691840983.6190
MEM 709.742188 1691840983.7193
MEM 709.855469 1691840983.8195
MEM 757.625000 1691840983.9197
MEM 757.562500 1691840984.0201
MEM 823.308594 1691840984.1204
MEM 757.675781 1691840984.2207
MEM 847.652344 1691840984.3210
MEM 757.562500 1691840984.4213
MEM 939.167969 1691840984.5216
MEM 757.675781 1691840984.6218
MEM 945.304688 1691840984.7221
MEM 757.562500 1691840984.8224
MEM 757.675781 1691840984.9226
MEM 757.675781 1691840985.0228
MEM 757.574219 1691840985.1231
MEM 757.574219 1691840985.2233
MEM 757.675781 1691840985.3236
MEM 757.675781 1691840985.4238
MEM 757.562500 1691840985.5241
MEM 757.562500 1691840985.6243
MEM 757.675781 1691840985.7245
MEM 757.675781 1691840985.8248
MEM 602.894531 1691840985.9252
MEM 710.257812 1691840986.0254
MEM 782.660156 1691840986.1257
MEM 710.257812 1691840986.2260
MEM 818.480469 1691840986.3263
MEM 758.078125 1691840986.4266
MEM 890.230469 1691840986.5269
MEM 758.078125 1691840986.6271
MEM 892.960938 1691840986.7275
MEM 758.078125 1691840986.8277
MEM 758.078125 1691840986.9280
MEM 758.078125 1691840987.0284
MEM 960.960938 1691840987.1287
MEM 758.078125 1691840987.2289
MEM 758.078125 1691840987.3292
MEM 758.078125 1691840987.4294
MEM 758.078125 1691840987.5296
MEM 758.078125 1691840987.6299
MEM 758.078125 1691840987.7301
MEM 758.078125 1691840987.8303
MEM 758.078125 1691840987.9306
MEM 758.078125 1691840988.0308
MEM 758.078125 1691840988.1310
MEM 758.078125 1691840988.2313
MEM 602.894531 1691840988.3316
MEM 710.257812 1691840988.4318
MEM 802.660156 1691840988.5322
MEM 710.257812 1691840988.6325
MEM 832.480469 1691840988.7328
MEM 758.078125 1691840988.8330
MEM 856.480469 1691840988.9333
MEM 758.078125 1691840989.0336
MEM 832.480469 1691840989.1339
MEM 758.078125 1691840989.2341
MEM 868.230469 1691840989.3344
MEM 758.078125 1691840989.4346
MEM 866.855469 1691840989.5349
MEM 758.078125 1691840989.6351
MEM 948.230469 1691840989.7354
MEM 758.078125 1691840989.8357
MEM 940.960938 1691840989.9360
MEM 758.078125 1691840990.0362
MEM 758.000000 1691840990.1364
MEM 758.000000 1691840990.2367
MEM 758.000000 1691840990.3369
MEM 758.000000 1691840990.4372
MEM 758.000000 1691840990.5455
MEM 758.000000 1691840990.6458
MEM 588.066406 1691840990.7461
MEM 710.179688 1691840990.8463
MEM 736.585938 1691840990.9467
MEM 710.183594 1691840991.0469
MEM 762.406250 1691840991.1472
MEM 758.003906 1691840991.2474
MEM 818.406250 1691840991.3477
MEM 758.003906 1691840991.4479
MEM 828.406250 1691840991.5483
MEM 758.003906 1691840991.6485
MEM 894.156250 1691840991.7488
MEM 758.003906 1691840991.8490
MEM 890.886719 1691840991.9493
MEM 758.003906 1691840992.0496
MEM 950.234375 1691840992.1499
MEM 758.082031 1691840992.2501
MEM 936.964844 1691840992.3504
MEM 758.082031 1691840992.4507
MEM 944.234375 1691840992.5509
MEM 758.082031 1691840992.6511
MEM 936.964844 1691840992.7514
MEM 758.082031 1691840992.8517
MEM 758.082031 1691840992.9519
MEM 758.082031 1691840993.0522
MEM 566.726562 1691840993.1525
MEM 710.261719 1691840993.2527
MEM 710.261719 1691840993.3529
MEM 710.261719 1691840993.4532
MEM 710.261719 1691840993.5534
MEM 758.082031 1691840993.6537
MEM 758.082031 1691840993.7539
MEM 758.082031 1691840993.8541
MEM 758.082031 1691840993.9543
MEM 758.082031 1691840994.0546
MEM 758.082031 1691840994.1548
