CMDLINE /home/julian/.local/share/virtualenvs/code-tW9RC7Ez/bin/python test.py
MEM 757.953125 1691846950.0196
MEM 757.953125 1691846950.1198
MEM 947.753906 1691846950.2202
MEM 757.953125 1691846950.3204
MEM 757.953125 1691846950.4207
MEM 757.953125 1691846950.5209
MEM 959.753906 1691846950.6212
MEM 757.953125 1691846950.7215
MEM 757.953125 1691846950.8217
MEM 757.953125 1691846950.9219
MEM 555.511719 1691846951.0223
MEM 710.128906 1691846951.1225
MEM 710.128906 1691846951.2228
MEM 710.128906 1691846951.3231
MEM 710.128906 1691846951.4233
MEM 757.953125 1691846951.5235
MEM 757.953125 1691846951.6237
MEM 757.953125 1691846951.7241
MEM 757.953125 1691846951.8244
MEM 757.953125 1691846951.9246
MEM 757.953125 1691846952.0249
MEM 757.953125 1691846952.1251
MEM 757.953125 1691846952.2253
MEM 757.953125 1691846952.3256
MEM 757.953125 1691846952.4258
MEM 757.953125 1691846952.5261
MEM 757.953125 1691846952.6263
MEM 757.953125 1691846952.7266
MEM 757.953125 1691846952.8268
MEM 757.953125 1691846952.9271
MEM 757.953125 1691846953.0273
MEM 757.953125 1691846953.1275
MEM 757.953125 1691846953.2278
MEM 757.953125 1691846953.3281
MEM 757.953125 1691846953.4283
MEM 624.179688 1691846953.5286
MEM 710.128906 1691846953.6289
MEM 789.449219 1691846953.7292
MEM 710.128906 1691846953.8294
MEM 785.273438 1691846953.9297
MEM 757.953125 1691846954.0300
MEM 807.273438 1691846954.1303
MEM 757.953125 1691846954.2305
MEM 799.273438 1691846954.3308
MEM 757.953125 1691846954.4311
MEM 805.273438 1691846954.5314
MEM 757.953125 1691846954.6317
MEM 757.953125 1691846954.7320
MEM 757.953125 1691846954.8325
MEM 757.953125 1691846954.9330
MEM 961.023438 1691846955.0337
MEM 757.953125 1691846955.1342
MEM 767.273438 1691846955.2346
MEM 757.953125 1691846955.3349
MEM 757.953125 1691846955.4351
MEM 757.953125 1691846955.5354
MEM 757.953125 1691846955.6356
MEM 757.953125 1691846955.7359
MEM 757.953125 1691846955.8361
MEM 757.953125 1691846955.9364
MEM 757.953125 1691846956.0366
MEM 534.890625 1691846956.1368
MEM 709.613281 1691846956.2370
MEM 709.613281 1691846956.3373
MEM 709.714844 1691846956.4375
MEM 709.714844 1691846956.5377
MEM 920.097656 1691846956.6380
MEM 757.437500 1691846956.7383
MEM 933.960938 1691846956.8386
MEM 757.539062 1691846956.9388
MEM 856.445312 1691846957.0391
MEM 757.437500 1691846957.1394
MEM 858.101562 1691846957.2397
MEM 757.539062 1691846957.3399
MEM 804.445312 1691846957.4403
MEM 757.437500 1691846957.5405
MEM 794.101562 1691846957.6408
MEM 757.539062 1691846957.7411
MEM 757.539062 1691846957.8413
MEM 757.437500 1691846957.9416
MEM 757.437500 1691846958.0418
MEM 757.539062 1691846958.1421
MEM 757.539062 1691846958.2424
MEM 757.437500 1691846958.3427
MEM 757.437500 1691846958.4429
MEM 757.539062 1691846958.5432
MEM 757.539062 1691846958.6434
MEM 568.992188 1691846958.7437
MEM 710.128906 1691846958.8439
MEM 710.128906 1691846958.9442
MEM 710.128906 1691846959.0444
MEM 710.128906 1691846959.1447
MEM 757.953125 1691846959.2449
MEM 757.953125 1691846959.3465
MEM 757.953125 1691846959.4468
MEM 757.953125 1691846959.5470
MEM 757.953125 1691846959.6473
MEM 757.953125 1691846959.7475
MEM 949.023438 1691846959.8479
MEM 757.953125 1691846959.9481
MEM 873.753906 1691846960.0484
MEM 757.953125 1691846960.1487
MEM 793.273438 1691846960.2490
MEM 757.953125 1691846960.3493
MEM 757.953125 1691846960.4495
MEM 757.953125 1691846960.5498
MEM 757.953125 1691846960.6500
MEM 757.953125 1691846960.7503
MEM 757.953125 1691846960.8505
MEM 757.953125 1691846960.9508
MEM 757.953125 1691846961.0511
MEM 757.953125 1691846961.1513
MEM 757.953125 1691846961.2516
MEM 757.953125 1691846961.3518
MEM 757.953125 1691846961.4520
MEM 757.953125 1691846961.5523
MEM 757.953125 1691846961.6525
MEM 757.953125 1691846961.7528
MEM 757.953125 1691846961.8530
MEM 757.953125 1691846961.9532
MEM 757.953125 1691846962.0535
MEM 955.753906 1691846962.1538
MEM 757.953125 1691846962.2540
MEM 971.148438 1691846962.3543
MEM 757.953125 1691846962.4546
MEM 881.753906 1691846962.5549
MEM 757.953125 1691846962.6551
MEM 881.023438 1691846962.7554
MEM 757.953125 1691846962.8557
MEM 568.937500 1691846962.9560
MEM 754.660156 1691846963.0563
MEM 710.128906 1691846963.1565
MEM 905.199219 1691846963.2569
MEM 710.128906 1691846963.3571
MEM 853.273438 1691846963.4574
MEM 757.953125 1691846963.5577
MEM 851.273438 1691846963.6580
MEM 757.953125 1691846963.7582
MEM 789.273438 1691846963.8586
MEM 757.953125 1691846963.9588
MEM 769.273438 1691846964.0591
MEM 757.953125 1691846964.1593
MEM 757.953125 1691846964.2597
MEM 757.953125 1691846964.3599
MEM 757.953125 1691846964.4602
MEM 757.953125 1691846964.5604
MEM 757.953125 1691846964.6607
MEM 757.953125 1691846964.7609
MEM 757.953125 1691846964.8611
MEM 757.953125 1691846964.9614
MEM 757.953125 1691846965.0617
MEM 757.953125 1691846965.1620
MEM 757.953125 1691846965.2622
MEM 757.953125 1691846965.3625
MEM 757.953125 1691846965.4627
MEM 534.890625 1691846965.5630
MEM 710.128906 1691846965.6632
MEM 710.128906 1691846965.7635
MEM 710.128906 1691846965.8637
MEM 710.128906 1691846965.9640
MEM 965.753906 1691846966.0643
MEM 757.953125 1691846966.1646
MEM 757.953125 1691846966.2648
MEM 757.953125 1691846966.3651
MEM 903.753906 1691846966.4654
MEM 757.953125 1691846966.5657
MEM 917.023438 1691846966.6660
MEM 757.953125 1691846966.7662
MEM 851.273438 1691846966.8666
MEM 757.953125 1691846966.9669
MEM 833.273438 1691846967.0672
MEM 757.953125 1691846967.1674
MEM 771.273438 1691846967.2677
MEM 757.953125 1691846967.3680
MEM 757.953125 1691846967.4682
MEM 757.953125 1691846967.5685
MEM 757.953125 1691846967.6688
MEM 757.953125 1691846967.7691
MEM 757.953125 1691846967.8693
MEM 757.953125 1691846967.9743
MEM 757.953125 1691846968.0746
MEM 602.796875 1691846968.1748
MEM 710.128906 1691846968.2751
MEM 729.449219 1691846968.3754
MEM 710.128906 1691846968.4757
MEM 739.441406 1691846968.5760
MEM 757.953125 1691846968.6762
MEM 757.953125 1691846968.7765
MEM 757.953125 1691846968.8768
MEM 757.953125 1691846968.9769
MEM 757.953125 1691846969.0772
MEM 757.953125 1691846969.1775
MEM 757.953125 1691846969.2777
MEM 757.953125 1691846969.3780
MEM 757.953125 1691846969.4782
MEM 757.953125 1691846969.5785
MEM 757.953125 1691846969.6787
MEM 757.953125 1691846969.7790
MEM 757.953125 1691846969.8792
MEM 757.953125 1691846969.9795
MEM 757.953125 1691846970.0797
MEM 757.953125 1691846970.1799
MEM 941.753906 1691846970.2802
MEM 757.953125 1691846970.3805
MEM 873.023438 1691846970.4808
MEM 757.953125 1691846970.5811
MEM 568.937500 1691846970.6813
MEM 697.664062 1691846970.7816
MEM 709.613281 1691846970.8819
MEM 838.136719 1691846970.9822
MEM 709.714844 1691846971.0825
MEM 784.445312 1691846971.1828
MEM 757.437500 1691846971.2830
MEM 757.812500 1691846971.3833
MEM 757.539062 1691846971.4835
MEM 757.539062 1691846971.5838
MEM 757.437500 1691846971.6841
MEM 757.437500 1691846971.7843
MEM 757.539062 1691846971.8845
MEM 757.539062 1691846971.9847
MEM 757.437500 1691846972.0850
MEM 757.437500 1691846972.1853
MEM 757.539062 1691846972.2855
MEM 757.539062 1691846972.3858
MEM 757.437500 1691846972.4860
MEM 757.437500 1691846972.5863
MEM 757.539062 1691846972.6865
MEM 757.539062 1691846972.7868
MEM 757.437500 1691846972.8870
MEM 757.437500 1691846972.9873
MEM 757.539062 1691846973.0875
MEM 757.539062 1691846973.1878
MEM 568.941406 1691846973.2880
MEM 710.128906 1691846973.3883
MEM 710.128906 1691846973.4886
MEM 710.128906 1691846973.5888
MEM 710.128906 1691846973.6891
MEM 937.753906 1691846973.7894
MEM 757.953125 1691846973.8896
MEM 941.023438 1691846973.9899
MEM 757.953125 1691846974.0902
MEM 861.273438 1691846974.1905
MEM 757.953125 1691846974.2907
MEM 851.273438 1691846974.3911
MEM 757.953125 1691846974.4913
MEM 781.273438 1691846974.5918
MEM 757.953125 1691846974.6921
MEM 759.203125 1691846974.7923
MEM 757.953125 1691846974.8926
MEM 757.953125 1691846974.9929
MEM 757.953125 1691846975.0931
MEM 757.953125 1691846975.1934
MEM 757.953125 1691846975.2936
MEM 757.953125 1691846975.3939
MEM 757.953125 1691846975.4941
MEM 757.953125 1691846975.5943
MEM 757.953125 1691846975.6946
MEM 757.953125 1691846975.7948
MEM 568.886719 1691846975.8951
MEM 710.128906 1691846975.9953
MEM 710.128906 1691846976.0956
MEM 710.128906 1691846976.1958
MEM 710.128906 1691846976.2961
MEM 757.953125 1691846976.3963
MEM 757.953125 1691846976.4966
MEM 757.953125 1691846976.5968
MEM 757.953125 1691846976.6971
MEM 757.953125 1691846976.7973
MEM 757.953125 1691846976.8976
MEM 757.953125 1691846976.9978
MEM 757.953125 1691846977.0980
MEM 909.753906 1691846977.1983
MEM 757.953125 1691846977.2986
MEM 915.023438 1691846977.3989
MEM 757.953125 1691846977.4991
MEM 831.273438 1691846977.5994
MEM 757.953125 1691846977.6997
MEM 757.953125 1691846977.7999
MEM 757.953125 1691846977.9002
MEM 757.953125 1691846978.0004
MEM 757.953125 1691846978.1007
MEM 757.953125 1691846978.2009
MEM 757.953125 1691846978.3011
MEM 757.953125 1691846978.4014
MEM 588.171875 1691846978.5017
MEM 710.128906 1691846978.6020
MEM 710.128906 1691846978.7022
MEM 710.128906 1691846978.8025
MEM 710.128906 1691846978.9027
MEM 757.953125 1691846979.0031
MEM 757.953125 1691846979.1034
MEM 757.953125 1691846979.2036
MEM 757.953125 1691846979.3038
MEM 757.953125 1691846979.4041
MEM 757.953125 1691846979.5043
MEM 757.953125 1691846979.6045
MEM 757.953125 1691846979.7048
MEM 969.753906 1691846979.8051
MEM 757.953125 1691846979.9055
MEM 757.953125 1691846980.0057
MEM 757.953125 1691846980.1060
MEM 893.753906 1691846980.2063
MEM 757.953125 1691846980.3065
MEM 863.273438 1691846980.4069
MEM 757.953125 1691846980.5071
MEM 801.273438 1691846980.6074
MEM 757.953125 1691846980.7077
MEM 785.273438 1691846980.8080
MEM 757.953125 1691846980.9082
MEM 757.953125 1691846981.0085
MEM 662.179688 1691846981.1088
MEM 710.128906 1691846981.2090
MEM 797.449219 1691846981.3094
MEM 710.128906 1691846981.4096
MEM 757.941406 1691846981.5098
MEM 757.953125 1691846981.6101
MEM 757.953125 1691846981.7103
MEM 757.953125 1691846981.8106
MEM 757.953125 1691846981.9108
MEM 757.953125 1691846982.0111
MEM 757.953125 1691846982.1113
MEM 757.953125 1691846982.2116
MEM 757.953125 1691846982.3118
MEM 757.953125 1691846982.4121
MEM 757.953125 1691846982.5123
MEM 757.953125 1691846982.6126
MEM 757.953125 1691846982.7128
MEM 757.953125 1691846982.8131
MEM 757.953125 1691846982.9133
MEM 757.953125 1691846983.0136
MEM 757.953125 1691846983.1138
MEM 937.753906 1691846983.2141
MEM 757.953125 1691846983.3143
MEM 923.023438 1691846983.4147
MEM 757.953125 1691846983.5149
MEM 568.937500 1691846983.6151
MEM 779.316406 1691846983.7236
MEM 709.613281 1691846983.8239
MEM 918.136719 1691846983.9242
MEM 709.714844 1691846984.0245
MEM 828.445312 1691846984.1248
MEM 757.437500 1691846984.2253
MEM 757.437500 1691846984.3256
MEM 757.539062 1691846984.4258
MEM 757.539062 1691846984.5262
MEM 757.437500 1691846984.6265
MEM 757.437500 1691846984.7267
MEM 757.539062 1691846984.8269
MEM 757.539062 1691846984.9271
MEM 757.437500 1691846985.0274
MEM 757.437500 1691846985.1276
MEM 757.539062 1691846985.2279
MEM 757.539062 1691846985.3281
MEM 757.437500 1691846985.4284
MEM 757.437500 1691846985.5286
MEM 757.539062 1691846985.6289
MEM 757.539062 1691846985.7291
MEM 936.097656 1691846985.8294
MEM 757.437500 1691846985.9297
MEM 917.960938 1691846986.0300
MEM 757.539062 1691846986.1302
MEM 568.941406 1691846986.2305
MEM 786.660156 1691846986.3308
MEM 710.128906 1691846986.4310
MEM 921.199219 1691846986.5313
MEM 710.128906 1691846986.6316
MEM 839.273438 1691846986.7319
MEM 757.953125 1691846986.8321
MEM 761.273438 1691846986.9324
MEM 757.953125 1691846987.0327
MEM 757.953125 1691846987.1329
MEM 757.953125 1691846987.2332
MEM 757.953125 1691846987.3334
MEM 757.953125 1691846987.4337
MEM 757.953125 1691846987.5339
MEM 757.953125 1691846987.6342
MEM 757.953125 1691846987.7344
MEM 757.953125 1691846987.8347
MEM 757.953125 1691846987.9349
MEM 757.953125 1691846988.0352
MEM 757.953125 1691846988.1354
MEM 757.953125 1691846988.2357
MEM 757.953125 1691846988.3359
MEM 895.753906 1691846988.4362
MEM 757.953125 1691846988.5365
MEM 881.023438 1691846988.6368
MEM 757.953125 1691846988.7371
MEM 568.937500 1691846988.8456
MEM 786.660156 1691846988.9459
MEM 710.128906 1691846989.0461
MEM 915.199219 1691846989.1464
MEM 710.128906 1691846989.2467
MEM 845.273438 1691846989.3475
MEM 757.953125 1691846989.4477
MEM 815.273438 1691846989.5480
MEM 757.953125 1691846989.6483
MEM 757.953125 1691846989.7485
MEM 757.953125 1691846989.8488
MEM 757.953125 1691846989.9490
MEM 757.953125 1691846990.0493
MEM 757.953125 1691846990.1496
MEM 757.953125 1691846990.2498
MEM 757.953125 1691846990.3501
MEM 757.953125 1691846990.4504
MEM 757.953125 1691846990.5506
MEM 757.953125 1691846990.6509
MEM 757.953125 1691846990.7511
MEM 757.953125 1691846990.8514
MEM 757.953125 1691846990.9516
