CMDLINE /home/julian/.local/share/virtualenvs/code-tW9RC7Ez/bin/python test.py
MEM 0.625000 1691764238.0603
MEM 40.242188 1691764238.1694
MEM 73.761719 1691764238.2804
MEM 93.382812 1691764238.3899
MEM 182.359375 1691764238.4972
MEM 198.500000 1691764238.6046
MEM 202.750000 1691764238.7125
MEM 221.000000 1691764238.8202
MEM 232.500000 1691764238.9274
MEM 246.328125 1691764239.0348
MEM 250.578125 1691764239.1450
MEM 260.453125 1691764239.2575
MEM 276.203125 1691764239.3694
MEM 287.257812 1691764239.4825
MEM 485.367188 1691764239.5954
MEM 561.394531 1691764239.7066
MEM 561.343750 1691764239.8146
MEM 617.500000 1691764239.9247
MEM 638.839844 1691764240.0368
MEM 660.199219 1691764240.1489
MEM 681.453125 1691764240.2609
MEM 687.507812 1691764240.3730
MEM 697.261719 1691764240.4860
MEM 654.628906 1691764240.5975
MEM 654.628906 1691764240.7089
MEM 697.261719 1691764240.8207
MEM 697.261719 1691764240.9357
MEM 654.628906 1691764241.0481
MEM 654.628906 1691764241.1601
MEM 688.261719 1691764241.2717
MEM 654.628906 1691764241.3834
MEM 654.531250 1691764241.4994
MEM 668.164062 1691764241.6118
MEM 697.164062 1691764241.7245
MEM 697.164062 1691764241.8361
MEM 654.531250 1691764241.9480
MEM 697.261719 1691764242.0602
MEM 654.628906 1691764242.1718
MEM 654.628906 1691764242.2833
MEM 654.628906 1691764242.3949
MEM 697.261719 1691764242.5067
MEM 654.531250 1691764242.6184
MEM 697.261719 1691764242.7333
MEM 697.261719 1691764242.8450
MEM 677.730469 1691764242.9578
MEM 697.261719 1691764243.0699
MEM 616.468750 1691764243.1877
MEM 666.468750 1691764243.3009
MEM 687.968750 1691764243.4126
MEM 687.968750 1691764243.5250
MEM 687.968750 1691764243.6368
MEM 687.968750 1691764243.7579
MEM 687.968750 1691764243.8700
MEM 697.632812 1691764243.9817
MEM 697.632812 1691764244.0959
MEM 697.632812 1691764244.2078
MEM 697.632812 1691764244.3197
MEM 697.632812 1691764244.4319
MEM 697.632812 1691764244.5439
MEM 697.632812 1691764244.6564
MEM 697.632812 1691764244.7682
MEM 697.632812 1691764244.8807
MEM 697.632812 1691764244.9944
MEM 697.632812 1691764245.1063
MEM 697.632812 1691764245.2179
MEM 697.632812 1691764245.3297
MEM 697.632812 1691764245.4415
MEM 697.632812 1691764245.5546
MEM 697.632812 1691764245.6701
MEM 697.632812 1691764245.7818
MEM 697.632812 1691764245.8941
MEM 697.632812 1691764246.0063
MEM 697.632812 1691764246.1283
MEM 697.632812 1691764246.2474
MEM 697.632812 1691764246.3618
MEM 697.632812 1691764246.4740
MEM 644.808594 1691764246.5864
MEM 666.308594 1691764246.6996
MEM 687.808594 1691764246.8134
MEM 687.808594 1691764246.9266
MEM 687.808594 1691764247.0390
MEM 687.808594 1691764247.1511
MEM 687.808594 1691764247.2657
MEM 697.679688 1691764247.3784
MEM 697.679688 1691764247.4913
MEM 697.679688 1691764247.6050
MEM 697.679688 1691764247.7170
MEM 697.679688 1691764247.8300
MEM 697.679688 1691764247.9421
MEM 697.679688 1691764248.0542
MEM 697.679688 1691764248.1694
MEM 697.679688 1691764248.2860
MEM 697.679688 1691764248.3980
MEM 697.679688 1691764248.5119
MEM 697.679688 1691764248.6248
MEM 697.679688 1691764248.7370
MEM 697.679688 1691764248.8491
MEM 697.679688 1691764248.9614
MEM 697.679688 1691764249.0739
MEM 697.679688 1691764249.1885
MEM 697.679688 1691764249.3083
MEM 697.679688 1691764249.4239
MEM 697.679688 1691764249.5459
MEM 697.679688 1691764249.6577
MEM 577.886719 1691764249.7784
MEM 666.261719 1691764249.8962
MEM 687.886719 1691764250.0152
MEM 687.886719 1691764250.1355
MEM 687.886719 1691764250.2487
MEM 687.886719 1691764250.3613
MEM 687.886719 1691764250.4754
MEM 697.632812 1691764250.5880
MEM 697.632812 1691764250.6999
MEM 697.632812 1691764250.8231
MEM 697.632812 1691764250.9367
MEM 697.632812 1691764251.0564
MEM 697.632812 1691764251.1686
MEM 697.632812 1691764251.2807
MEM 697.632812 1691764251.3931
MEM 697.632812 1691764251.5055
MEM 697.632812 1691764251.6189
MEM 697.632812 1691764251.7399
MEM 697.632812 1691764251.8636
MEM 697.632812 1691764251.9793
MEM 697.632812 1691764252.0926
MEM 697.632812 1691764252.2047
MEM 697.632812 1691764252.3278
MEM 697.632812 1691764252.4401
MEM 697.632812 1691764252.5605
MEM 697.632812 1691764252.6732
MEM 697.632812 1691764252.7864
MEM 697.632812 1691764252.8992
MEM 697.632812 1691764253.0130
MEM 697.632812 1691764253.1253
MEM 611.941406 1691764253.2378
MEM 666.316406 1691764253.3517
MEM 666.316406 1691764253.4645
MEM 687.816406 1691764253.5768
MEM 687.816406 1691764253.6889
MEM 687.816406 1691764253.8020
MEM 687.816406 1691764253.9146
MEM 697.687500 1691764254.0300
MEM 697.687500 1691764254.1452
MEM 697.687500 1691764254.2580
MEM 697.687500 1691764254.3812
MEM 697.687500 1691764254.4938
MEM 697.687500 1691764254.6079
MEM 697.687500 1691764254.7209
MEM 697.687500 1691764254.8337
MEM 697.687500 1691764254.9458
MEM 697.687500 1691764255.0581
MEM 697.687500 1691764255.1713
MEM 697.687500 1691764255.2837
MEM 697.687500 1691764255.3969
MEM 697.687500 1691764255.5093
MEM 697.687500 1691764255.6245
MEM 697.687500 1691764255.7370
MEM 697.687500 1691764255.8499
MEM 697.687500 1691764255.9626
MEM 697.687500 1691764256.0768
MEM 697.687500 1691764256.1912
MEM 697.687500 1691764256.3044
MEM 697.687500 1691764256.4168
MEM 697.687500 1691764256.5295
MEM 639.730469 1691764256.6536
MEM 687.480469 1691764256.7778
MEM 687.480469 1691764256.8900
MEM 687.480469 1691764257.0021
MEM 687.480469 1691764257.1144
MEM 687.480469 1691764257.2267
MEM 697.230469 1691764257.3391
MEM 697.230469 1691764257.4516
MEM 697.230469 1691764257.5648
MEM 697.230469 1691764257.6774
MEM 697.230469 1691764257.7899
MEM 697.230469 1691764257.9056
MEM 697.230469 1691764258.0188
MEM 697.230469 1691764258.1328
MEM 697.230469 1691764258.2464
MEM 697.230469 1691764258.3604
MEM 697.230469 1691764258.4811
MEM 697.230469 1691764258.5933
MEM 697.230469 1691764258.7056
MEM 697.230469 1691764258.8178
MEM 697.230469 1691764258.9404
MEM 697.230469 1691764259.0537
MEM 697.230469 1691764259.1675
MEM 697.230469 1691764259.2821
MEM 697.230469 1691764259.3956
MEM 697.230469 1691764259.5090
MEM 697.230469 1691764259.6219
MEM 697.230469 1691764259.7352
MEM 697.230469 1691764259.8480
MEM 697.230469 1691764259.9619
MEM 644.902344 1691764260.0746
MEM 666.402344 1691764260.1877
MEM 687.914062 1691764260.3006
MEM 687.914062 1691764260.4152
MEM 687.914062 1691764260.5280
MEM 687.914062 1691764260.6445
MEM 687.914062 1691764260.7569
MEM 697.695312 1691764260.8693
MEM 697.695312 1691764260.9823
MEM 697.695312 1691764261.0970
MEM 697.695312 1691764261.2117
MEM 697.695312 1691764261.3366
MEM 697.695312 1691764261.4500
MEM 697.695312 1691764261.5626
MEM 697.695312 1691764261.6755
MEM 697.695312 1691764261.7896
MEM 697.695312 1691764261.9087
MEM 697.695312 1691764262.0246
MEM 697.695312 1691764262.1396
MEM 697.695312 1691764262.2528
MEM 697.695312 1691764262.3657
MEM 697.695312 1691764262.4808
MEM 697.695312 1691764262.5954
MEM 697.695312 1691764262.7081
MEM 697.695312 1691764262.8211
MEM 697.695312 1691764262.9358
MEM 697.695312 1691764263.0496
MEM 697.695312 1691764263.1621
MEM 697.695312 1691764263.2750
MEM 697.695312 1691764263.3876
MEM 579.117188 1691764263.5052
MEM 666.367188 1691764263.6187
MEM 687.992188 1691764263.7321
MEM 687.992188 1691764263.8445
MEM 687.992188 1691764263.9580
MEM 687.992188 1691764264.0709
MEM 687.992188 1691764264.1906
MEM 687.992188 1691764264.3033
MEM 697.726562 1691764264.4161
MEM 697.726562 1691764264.5312
MEM 697.726562 1691764264.6446
MEM 697.726562 1691764264.7578
MEM 697.726562 1691764264.8712
MEM 697.726562 1691764264.9838
MEM 697.726562 1691764265.0975
MEM 697.726562 1691764265.2120
MEM 697.726562 1691764265.3256
MEM 697.726562 1691764265.4424
MEM 697.726562 1691764265.5554
MEM 697.726562 1691764265.6689
MEM 697.726562 1691764265.7864
MEM 697.726562 1691764265.9007
MEM 697.726562 1691764266.0210
MEM 697.726562 1691764266.1404
MEM 697.726562 1691764266.2535
MEM 697.726562 1691764266.3708
MEM 697.726562 1691764266.4893
MEM 697.726562 1691764266.6073
MEM 697.726562 1691764266.7230
MEM 697.726562 1691764266.8479
MEM 697.726562 1691764266.9626
MEM 525.769531 1691764267.0755
MEM 644.957031 1691764267.1912
MEM 666.457031 1691764267.3136
MEM 687.957031 1691764267.4286
MEM 687.957031 1691764267.5476
MEM 687.957031 1691764267.6649
MEM 687.957031 1691764267.7777
MEM 687.957031 1691764267.8919
MEM 697.828125 1691764268.0083
MEM 697.828125 1691764268.1257
MEM 697.828125 1691764268.2420
MEM 697.828125 1691764268.3620
MEM 697.828125 1691764268.4765
MEM 697.828125 1691764268.5892
MEM 697.828125 1691764268.7040
MEM 697.828125 1691764268.8228
MEM 697.828125 1691764268.9493
MEM 697.828125 1691764269.0656
MEM 697.828125 1691764269.1792
MEM 697.828125 1691764269.2979
MEM 697.828125 1691764269.4166
MEM 697.828125 1691764269.5336
MEM 697.828125 1691764269.6470
MEM 697.828125 1691764269.7702
MEM 697.828125 1691764269.8898
MEM 697.828125 1691764270.0092
MEM 697.828125 1691764270.1225
MEM 697.828125 1691764270.2405
MEM 697.828125 1691764270.3532
