CMDLINE /home/julian/.local/share/virtualenvs/code-tW9RC7Ez/bin/python test.py
MEM 0.750000 1691840787.0674
MEM 26.183594 1691840787.1676
MEM 40.871094 1691840787.2678
MEM 63.980469 1691840787.3681
MEM 89.136719 1691840787.4683
MEM 110.070312 1691840787.5685
MEM 123.320312 1691840787.6687
MEM 207.335938 1691840787.7691
MEM 222.207031 1691840787.8693
MEM 226.707031 1691840787.9695
MEM 239.957031 1691840788.0698
MEM 246.207031 1691840788.1702
MEM 259.562500 1691840788.2704
MEM 268.937500 1691840788.3708
MEM 276.570312 1691840788.4710
MEM 279.570312 1691840788.5713
MEM 288.570312 1691840788.6715
MEM 411.718750 1691840788.7718
MEM 485.718750 1691840788.8722
MEM 570.699219 1691840788.9724
MEM 562.320312 1691840789.0726
MEM 703.847656 1691840789.1729
MEM 703.847656 1691840789.2731
MEM 703.949219 1691840789.3733
MEM 733.957031 1691840789.4735
MEM 757.933594 1691840789.5738
MEM 757.933594 1691840789.6740
MEM 758.035156 1691840789.7743
MEM 758.035156 1691840789.8745
MEM 757.933594 1691840789.9748
MEM 770.027344 1691840790.0751
MEM 758.035156 1691840790.1753
MEM 788.371094 1691840790.2756
MEM 757.933594 1691840790.3759
MEM 885.886719 1691840790.4762
MEM 758.035156 1691840790.5765
MEM 884.023438 1691840790.6768
MEM 757.933594 1691840790.7770
MEM 758.035156 1691840790.8772
MEM 758.035156 1691840790.9775
MEM 908.023438 1691840791.0781
MEM 757.933594 1691840791.1783
MEM 909.886719 1691840791.2787
MEM 758.035156 1691840791.3790
MEM 620.546875 1691840791.4792
MEM 586.601562 1691840791.5794
MEM 724.507812 1691840791.6797
MEM 751.257812 1691840791.7800
MEM 724.507812 1691840791.8802
MEM 758.558594 1691840791.9804
MEM 758.449219 1691840792.0810
MEM 758.449219 1691840792.1813
MEM 758.449219 1691840792.2815
MEM 758.449219 1691840792.3818
MEM 758.449219 1691840792.4820
MEM 758.449219 1691840792.5822
MEM 758.449219 1691840792.6825
MEM 758.449219 1691840792.7827
MEM 758.449219 1691840792.8829
MEM 758.449219 1691840792.9831
MEM 758.449219 1691840793.0834
MEM 758.449219 1691840793.1837
MEM 758.449219 1691840793.2839
MEM 758.449219 1691840793.3842
MEM 758.449219 1691840793.4844
MEM 758.449219 1691840793.5846
