ENSMUSG00000025986, ENSMUSG00000046798, ENSMUSG00000002731
0.06467857956886292, 0.3029989004135132, 0.3651484251022339
ENSMUSG00000025986, ENSMUSG00000046798, ENSMUSG00000002731
0.06467857956886292, 0.3029989004135132, 0.3651484251022339
ENSMUSG00000025986, ENSMUSG00000046798, ENSMUSG00000002731
0.06467857956886292, 0.3029989004135132, 0.3651484251022339
ENSMUSG00000025986, ENSMUSG00000046798, ENSMUSG00000002731
0.06467857956886292, 0.3029989004135132, 0.3651484251022339
ENSMUSG00000025986, ENSMUSG00000046798, ENSMUSG00000002731
0.06467857956886292, 0.3029989004135132, 0.3651484251022339
