,files,seed,dof,mae,acc,bacc,cor_spearman,cor_pearson
54,~/data/simdata_v3_TS0.5_SS0.3.h5ad,6601,69,1.4869109947644,0.333333333333333,0.255707297680478,0.660534453901244,0.672377252244815
55,~/data/simdata_v3_TS0.5_SS0.3.h5ad,495,76,1.4694589877836,0.329842931937173,0.249854274270665,0.667458145235217,0.675687220765309
56,~/data/simdata_v3_TS0.5_SS0.5.h5ad,940,38,1.68062827225131,0.315881326352531,0.235770927714997,0.606670272436712,0.649116459936459
57,~/data/simdata_v3_TS0.5_SS0.5.h5ad,2336,54,1.50785340314136,0.333333333333333,0.253966291399521,0.641136023538904,0.67775935311317
58,~/data/simdata_v3_TS0.5_SS0.5.h5ad,5870,59,1.40139616055846,0.336823734729494,0.260191019326372,0.664944182803591,0.705364163429404
59,~/data/simdata_v3_TS0.5_SS0.5.h5ad,8661,58,1.55497382198953,0.317626527050611,0.245671945838757,0.640267334700611,0.67648163570405
60,~/data/simdata_v3_TS0.5_SS0.5.h5ad,2933,72,1.45375218150087,0.338568935427574,0.262783457047176,0.665578908013213,0.708567702624258
61,~/data/simdata_v3_TS0.7_SS0.1.h5ad,7593,23,1.08202443280977,0.37521815008726,0.296799402532141,0.816884759640273,0.877887931810131
62,~/data/simdata_v3_TS0.7_SS0.1.h5ad,4494,24,1.07678883071553,0.385689354275742,0.307313353747563,0.823567780383004,0.875954422533694
63,~/data/simdata_v3_TS0.7_SS0.1.h5ad,5789,26,1.02966841186736,0.390924956369983,0.314591234061358,0.822317975007309,0.879595902567497
64,~/data/simdata_v3_TS0.7_SS0.1.h5ad,9374,26,1.06631762652705,0.403141361256544,0.325012492197276,0.824811271033161,0.879392482782164
65,~/data/simdata_v3_TS0.7_SS0.1.h5ad,378,28,1.04188481675393,0.396160558464223,0.317573386683079,0.830379264330117,0.881478553164424
66,~/data/simdata_v3_TS0.7_SS0.3.h5ad,2751,40,1.14834205933682,0.364746945898778,0.283395553726373,0.790650721152413,0.861922357659647
67,~/data/simdata_v3_TS0.7_SS0.3.h5ad,6926,39,1.11169284467714,0.37347294938918,0.290617075424911,0.803887346034101,0.867801835855841
68,~/data/simdata_v3_TS0.7_SS0.3.h5ad,731,38,1.1500872600349,0.37696335078534,0.296842566819894,0.78610864634866,0.860311968865957
69,~/data/simdata_v3_TS0.7_SS0.3.h5ad,9437,35,1.05759162303665,0.368237347294939,0.287010773140624,0.797260007998392,0.866924308382285
70,~/data/simdata_v3_TS0.7_SS0.3.h5ad,9117,41,1.13438045375218,0.380453752181501,0.299141634595152,0.803562552189212,0.869004396661474
71,~/data/simdata_v3_TS0.9_SS0.1.h5ad,4823,26,0.909249563699825,0.420593368237347,0.350575644114598,0.905530921936747,0.94261609361127
72,~/data/simdata_v3_TS0.9_SS0.1.h5ad,6440,5,0.966841186736475,0.399650959860384,0.320354109243698,0.883262340012607,0.935967061238589
73,~/data/simdata_v3_TS0.9_SS0.1.h5ad,5364,7,1.00349040139616,0.396160558464223,0.318808036269054,0.888622327513285,0.937568268965484
74,~/data/simdata_v3_TS0.9_SS0.1.h5ad,5306,14,0.965095986038394,0.401396160558464,0.322829693954218,0.901482355597221,0.94008401783651
75,~/data/simdata_v3_TS0.9_SS0.1.h5ad,1210,13,0.930191972076789,0.420593368237347,0.350524296305802,0.901365437553039,0.940594498029596
