ENSMUSG00000064127, ENSMUSG00000031146, ENSMUSG00000029461, ENSMUSG00000042492, ENSMUSG00000022003, ENSMUSG00000026939, ENSMUSG00000028436
0.027324367314577103, 0.03187522664666176, 0.0542871430516243, 0.06852339208126068, 0.07562568783760071, 0.0960313230752945, 0.2070164531469345
ENSMUSG00000064127, ENSMUSG00000031146, ENSMUSG00000029461, ENSMUSG00000042492, ENSMUSG00000022003, ENSMUSG00000026939, ENSMUSG00000028436
0.027324367314577103, 0.03187522664666176, 0.0542871430516243, 0.06852339208126068, 0.07562568783760071, 0.0960313230752945, 0.2070164531469345
ENSMUSG00000064127, ENSMUSG00000031146, ENSMUSG00000029461, ENSMUSG00000042492, ENSMUSG00000022003, ENSMUSG00000026939, ENSMUSG00000028436
0.027324367314577103, 0.03187522664666176, 0.0542871430516243, 0.06852339208126068, 0.07562568783760071, 0.0960313230752945, 0.2070164531469345
ENSMUSG00000064127, ENSMUSG00000031146, ENSMUSG00000029461, ENSMUSG00000042492, ENSMUSG00000022003, ENSMUSG00000026939, ENSMUSG00000028436
0.027324367314577103, 0.03187522664666176, 0.0542871430516243, 0.06852339208126068, 0.07562568783760071, 0.0960313230752945, 0.2070164531469345
ENSMUSG00000064127, ENSMUSG00000031146, ENSMUSG00000029461, ENSMUSG00000042492, ENSMUSG00000022003, ENSMUSG00000026939, ENSMUSG00000028436
0.027324367314577103, 0.03187522664666176, 0.0542871430516243, 0.06852339208126068, 0.07562568783760071, 0.0960313230752945, 0.2070164531469345
