ENSMUSG00000062646, ENSMUSG00000068551, ENSMUSG00000048756, ENSMUSG00000079418
0.0399278849363327, 0.09104055911302567, 0.1271357387304306, 0.23295991122722626
ENSMUSG00000062646, ENSMUSG00000068551, ENSMUSG00000048756, ENSMUSG00000079418
0.0399278849363327, 0.09104055911302567, 0.1271357387304306, 0.23295991122722626
ENSMUSG00000062646, ENSMUSG00000068551, ENSMUSG00000048756, ENSMUSG00000079418
0.0399278849363327, 0.09104055911302567, 0.1271357387304306, 0.23295991122722626
ENSMUSG00000062646, ENSMUSG00000068551, ENSMUSG00000048756, ENSMUSG00000079418
0.0399278849363327, 0.09104055911302567, 0.1271357387304306, 0.23295991122722626
ENSMUSG00000062646, ENSMUSG00000068551, ENSMUSG00000048756, ENSMUSG00000079418
0.0399278849363327, 0.09104055911302567, 0.1271357387304306, 0.23295991122722626
