ENSMUSG00000006019, ENSMUSG00000036879, ENSMUSG00000041202, ENSMUSG00000097360, ENSMUSG00000062646, ENSMUSG00000048756, ENSMUSG00000068551, ENSMUSG00000079418
0.022667907178401947, 0.07027839869260788, 0.07887709140777588, 0.1553335189819336, 0.17559264600276947, 0.18040700256824493, 0.2252516895532608, 0.36710548400878906
ENSMUSG00000006019, ENSMUSG00000036879, ENSMUSG00000041202, ENSMUSG00000097360, ENSMUSG00000062646, ENSMUSG00000048756, ENSMUSG00000068551, ENSMUSG00000079418
0.022667907178401947, 0.07027839869260788, 0.07887709140777588, 0.1553335189819336, 0.17559264600276947, 0.18040700256824493, 0.2252516895532608, 0.36710548400878906
ENSMUSG00000006019, ENSMUSG00000036879, ENSMUSG00000041202, ENSMUSG00000097360, ENSMUSG00000062646, ENSMUSG00000048756, ENSMUSG00000068551, ENSMUSG00000079418
0.022667907178401947, 0.07027839869260788, 0.07887709140777588, 0.1553335189819336, 0.17559264600276947, 0.18040700256824493, 0.2252516895532608, 0.36710548400878906
ENSMUSG00000006019, ENSMUSG00000036879, ENSMUSG00000041202, ENSMUSG00000097360, ENSMUSG00000062646, ENSMUSG00000048756, ENSMUSG00000068551, ENSMUSG00000079418
0.022667907178401947, 0.07027839869260788, 0.07887709140777588, 0.1553335189819336, 0.17559264600276947, 0.18040700256824493, 0.2252516895532608, 0.36710548400878906
ENSMUSG00000006019, ENSMUSG00000036879, ENSMUSG00000041202, ENSMUSG00000097360, ENSMUSG00000062646, ENSMUSG00000048756, ENSMUSG00000068551, ENSMUSG00000079418
0.022667907178401947, 0.07027839869260788, 0.07887709140777588, 0.1553335189819336, 0.17559264600276947, 0.18040700256824493, 0.2252516895532608, 0.36710548400878906
