ENSMUSG00000025986, ENSMUSG00000046798, ENSMUSG00000027428, ENSMUSG00000002731
0.04991762712597847, 0.0862831324338913, 0.1431448757648468, 0.221501424908638
ENSMUSG00000025986, ENSMUSG00000046798, ENSMUSG00000027428, ENSMUSG00000002731
0.04991762712597847, 0.0862831324338913, 0.1431448757648468, 0.221501424908638
ENSMUSG00000025986, ENSMUSG00000046798, ENSMUSG00000027428, ENSMUSG00000002731
0.04991762712597847, 0.0862831324338913, 0.1431448757648468, 0.221501424908638
ENSMUSG00000025986, ENSMUSG00000046798, ENSMUSG00000027428, ENSMUSG00000002731
0.04991762712597847, 0.0862831324338913, 0.1431448757648468, 0.221501424908638
ENSMUSG00000025986, ENSMUSG00000046798, ENSMUSG00000027428, ENSMUSG00000002731
0.04991762712597847, 0.0862831324338913, 0.1431448757648468, 0.221501424908638
