"","s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40"
"SETX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SF3B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131653591879754,0.0280705042065327,0.0333617813867164,0.0404852596571488,0.0443627301902324,0.0368962270870189,0.033058046189293,0.0295761469931178,0.0251662821781868,0.020568956522316,0.0194583120709022,0.0200627857244102,0.0195600837977148,0.0149724815056759,0.0171496466396047,0.0204203150994255,0.0203833187682769,0.0183738909990423,0.0112590715920094,0.00193068755448059,0,0,0,0,0,0,0
"SHPRH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHQ1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625537410449409,0.0184908470588857,0.0257386310505636,0.0295599851432355,0.0293430085506005,0.0281499575914039,0.0267445840455911,0.0239105262793293,0.0213482475245238,0.0188153432599707,0.0150676585786406,0.0139635000293904,0.0140038983106272,0.015742953458412
"SKP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC10A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC11A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC15A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00451137146206829,-0.014835120134555,-0.0283522361734506,-0.0427524017885888,-0.0590050920664305,-0.0720285938195694,-0.0830712973247114,-0.0938253122485856,-0.104782298484315,-0.11745911194411
"SLC1A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00141708111807619,-0.00704508262570633,-0.0071086991014422,-0.00434752598173376,0,0,0,0,0,0,0,0,0,0,0
"SLC20A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00156309017344684,-0.00844651169062198,-0.0145551075507638,-0.0202577295496574,-0.0241108256793023,-0.0256750275229275,-0.0279743533528249,-0.0305651111437391,-0.0348453343331456,-0.0382637990191714,-0.0397632417813285
"SLC26A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC27A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC30A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236778295676765,-0.0480832732592289,-0.0687389539030623,-0.0864054111071788,-0.109305964568385,-0.131372401454131,-0.156982800955906,-0.182856042589568,-0.206565953744059,-0.228030433524476,-0.245364104581701,-0.264564297414743,-0.283991237360173,-0.303959202520603,-0.321966391296409
"SLC35A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC35A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC35B3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC35F5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000188126154503268,0.010665141642285,0.0273645310706021,0.0488632845706018,0.0702200288179909,0.0897652291380581,0.10481121564553,0.118785784506404,0.131720557487978,0.142607400249926,0.151337258131026
"SLC38A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000815585899734559,0.00308096999310532,0.00516158588656265,0.00898594673855192,0.0138678889198964,0.0203212740715577
"SLC38A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC39A14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127911458409652,0.0199663602764155,0.0369063111864591,0.0612488405189773,0.0925153854378028,0.123596225325572,0.150624157802485,0.174201097860871,0.19590008555897,0.210068494946747,0.220349162399718,0.243665956488542,0.254992338606417,0.275038607537235,0.298732462927901,0.324944487258272,0.348291383808275,0.373034819925543,0.397709852191615,0.422328350740743,0.448079558839924,0.467368493812901,0.488290725988521,0.509642657604909,0.531253326167208,0.553704887831586
"SLC39A8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00389475991421054,0.0129475397079,0.0271470055159487,0.0427614858506391,0.0594173730972984,0.0772902418605068,0.0958959335962176,0.116890464477952
"SLC40A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC44A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC44A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00872414948782646,-0.0257218585699673,-0.0451981146876665,-0.0652824123640076,-0.0909154323133597,-0.116145276004571,-0.142316346521487,-0.17025985920961
"SLC7A11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNAI2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNIP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00504468585357188,0.0272375873277522,0.0385275868630032,0.0499986723656093,0.0455663340303587,0.0389958514027257,0.0354863066299941,0.0389699998605812,0.0493514789535781,0.0633639058627373,0.0784754554305985,0.0940620177156627,0.110924744939484,0.125008065006604,0.13961724436366,0.154277783813489,0.169441512034288,0.184437606776933
"SNX4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129581899283745,-0.0304119206744203,-0.0508590771598127,-0.0744334901212357
"SNX6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOCS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138343060036314,0.0326607163400226,0.0534087559311588,0.0762345013222447,0.0958570935624213,0.113918502174427,0.131761553461875,0.14820991906611,0.164268564039411
"SOD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPIN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPIN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPOCK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025429991647495,-0.0577740314020622,-0.097587987593499,-0.13133523216351,-0.161864843483197,-0.196319512880685,-0.229776977254713,-0.267192213173616,-0.317877315748688,-0.362628234839981,-0.415583922062881,-0.464836857982502,-0.507669563835275,-0.537905965595692,-0.566045618790245,-0.592681287489446,-0.617309630578879,-0.640773774334276,-0.661981123071934,-0.688529649062153,-0.715162167145128,-0.741459892759383,-0.767492092651683
"SPP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000775420590918785,-0.00156685016538161,-0.00107537368171373,-0.000869478576915067,-0.000676042433189937,-0.000648474974005997
"SPPL2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SQSTM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRD5A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRPK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRXN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SSR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00659134610398609,0.0302060765559991,0.0525889519587227,0.0829927508920919,0.110946535225139,0.133222351452594,0.153528814643884,0.17187022809431,0.189169876520367,0.206219962962533,0.221827317407087,0.235299795956733,0.248848186295032,0.259984306000176,0.270039776140307,0.278600458435101
"STAT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00412679057799806,0.0170778125470883,0.0282705094339852,0.0416679951542167,0.0588793442942874,0.0754988874437157,0.0876791937165861,0.09712482217194,0.105239918916178,0.115202851564718,0.123424376695031,0.131217260440186,0.138958862453242,0.144960823667043,0.150603951798108,0.158076037321196,0.168561636670743,0.181926462833184,0.19819696983486,0.215701298527308
"STEAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00580986403611937,-0.0165082618973462,-0.0246161927296768,-0.0300511090493809,-0.037976204237941,-0.045705269640961,-0.0529065285108036,-0.060350272576752,-0.0679820659024748,-0.0762638032881455,-0.085213028515653,-0.095393077787056,-0.106493537745706,-0.117974498755989,-0.130505138022942,-0.143518185250138
"STEAP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00424262490082624,-0.0291390085127958,-0.0476050361432253,-0.0636956498426418,-0.0798342610346036,-0.0939904860710542,-0.117977548782716,-0.131701396734456,-0.144245213181352,-0.149063873215757,-0.146673564615232,-0.139796319952208,-0.132742044493385,-0.126714221297224,-0.121277019449818,-0.116238952400949,-0.111454303344688,-0.104751014647141,-0.0978376730336302,-0.0892617096408023,-0.0805337474799403
"STK38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STMN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00782964387173845,0.0232351484308718,0.0404761984523031,0.0589090910775928,0.0750622169382265,0.0898116626672012,0.102369221333581,0.113986214767598,0.124290893841712,0.133623919502221,0.14336045978848,0.152801213828409
"STRADB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STRAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103917736573652,-0.0381729941711171,-0.0694743896325911,-0.106904193705748,-0.138263279005785,-0.165916682162963,-0.191251424912477,-0.216471212439185,-0.240418745685601,-0.258634641839323,-0.275543138909741,-0.289338086686784,-0.30312698316912,-0.317073569478009
"STX7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00757460850147504,-0.021369354357235,-0.0362062420742561,-0.0419136510158116,-0.0498992123005556,-0.0564985277364615,-0.0588547517943072,-0.0599661287797536,-0.0587765817393139,-0.0570638411838358,-0.0551178237648572,-0.0530618489979176,-0.0540128993270597,-0.0544128591701398,-0.0555386109260801,-0.0557743654247358,-0.0564449431190998
"SYCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYPL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113761950419729,-0.0245022376412082,-0.037057539208927,-0.0492348939087076,-0.0613193083011604,-0.0768048617768926,-0.0909372675866279,-0.106419473794392,-0.123796033590736,-0.143326090815533
"TAC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0018537199940872,-0.00888250643846457,-0.0184719913004795,-0.0270423879395967,-0.0351416143247542,-0.0412700906417025,-0.0479885961312008,-0.0552695951971391,-0.0632597636672897,-0.0710013285698146,-0.0792039360353846,-0.0902899919829969,-0.101485933862344,-0.113047518017709
"TACSTD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0458570622225477,-0.0862381397766332,-0.121337772126084,-0.158243763616964,-0.205803410296301,-0.24319649287892,-0.297221908000075,-0.331269470107473,-0.370794855399342,-0.408612165222304,-0.449924491165567,-0.490771964375865,-0.534152223087832,-0.579373914749304,-0.626875678600964,-0.675860043290831,-0.71975749458462,-0.767092185607681,-0.816054688633086,-0.865203300858831,-0.912675235691291
"TADA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAF9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0052343204910509,-0.0115643051893602,-0.0184841210427764,-0.0244099804023166,-0.030399497646522
"TAF9B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TARS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TBC1D15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TBC1D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189078630105601,0.0435710666905018,0.0663040393125489,0.0881165180217294,0.109416532807085,0.12883550152922,0.145078383522738,0.160462936590459,0.175234521739301,0.190621817642002,0.207879523068444,0.222515739120096,0.238731369431421,0.25756753190104,0.276592996863275,0.295449273037797
"TBCCD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00591735200050705,0.0209478093284173,0.041870155805082,0.0630656602893176,0.0860569151975177,0.111776405437199,0.136318944997226,0.154570048428371,0.172741454234874,0.190306405615196,0.208597151332611,0.226980973986562,0.242860253133509,0.259954776871939,0.277690124192309,0.29537117346097,0.311693822342361
"TBCK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162464801704464,0.0287011931946707,0.0405084220091488,0.0569029532646709,0.0615446509303344,0.0752129537360065,0.0849628271381524,0.0884591718151145,0.08618610257251,0.0802279553104926,0.068356198493739,0.0489266046833323,0.0257603300476235,0.00125299963471773,0,0,0,0,0
"TCP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TEFM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TET2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00212409218726088,-0.0130347375160005,-0.0243546000611355,-0.0291896936616267,-0.0354114623592131,-0.0436922105144586,-0.054564093440527,-0.0627395291254298,-0.0693168762182363,-0.0761974639288785,-0.0823857155476132,-0.0879418020241196,-0.0927462109122113,-0.098977196267389,-0.105932279000588,-0.113894367806254,-0.12247064929476,-0.132578842780653
"TFPI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFPI2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0060320712032815,-0.0369500673262661,-0.0653563329298675,-0.0905174353181608,-0.104198560391461,-0.102308569350167,-0.0998243591188126,-0.0966135272604854,-0.10697248216064,-0.123254295707146,-0.146218234249184,-0.166823815319118,-0.182678136913116,-0.196175814439538,-0.211559147838321,-0.230146398577485,-0.252858531355888,-0.281071603874156,-0.314546554471716,-0.343354195524526,-0.375855939146606,-0.407627157432338,-0.439959248112317,-0.47254611347433
"TGIF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGOLN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00586054543942351,0.0174550029304054,0.0282597051775625,0.0366472965060732,0.043766227864555,0.0501840895300407,0.0578106543005865,0.0682072311232987,0.0804308684037853,0.0946012960893531,0.109306666435479
"THBS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867921106021975,0.0225626850704941,0.0249153327562809,0.022700217998933,0.0223805128497407,0.0145156192868149,0.00548524245437977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000760672494957489,-0.00478031195591577,-0.0131309350586573,-0.0225357987498736,-0.0324501390168439,-0.0420042000669644
"TIGD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152535331024664,0.00220547711959272,0.0030379226822974
"TIMP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIPARP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0090731873214431,-0.0221224110301394,-0.0331877967838007,-0.0415626967977806,-0.0469252194121742,-0.0532912308197574,-0.0623544692404386,-0.0698899785458165,-0.0781146718501398,-0.0900194311831844,-0.102266852783185,-0.112655999127578
"TJP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TLR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TM4SF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012463140942351,0.0427641164314452,0.0707685137975721,0.117364558100944,0.162098409807585,0.231003370896709,0.302227222447052,0.375377162746368,0.442208167064109,0.510405119418272,0.580151220654641,0.652844770432392,0.729491712033036,0.794588694894025,0.859389935992475,0.921956428134074,0.983569128674128,1.04540483592822
"TM7SF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMBIM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00031811611526755,-0.00389651667454001,-0.00840285455351918,-0.0142103742583693,-0.0212738114488519,-0.029495643272098,-0.0400816468071239
"TMC5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM106C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041388171699884,0.0269248034893147,0.0474081456461932,0.0646249783640942,0.0726771853454986,0.0741424029621135,0.0702167445305124,0.0649480780907262,0.0582214672555655,0.0520879009605144,0.0475297090150926,0.0435903925378945,0.0397661174821286,0.0355381440512479
"TMEM17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00546196181527406,-0.02466160026151,-0.0417806089585478,-0.0523912615793786,-0.0595750109679532,-0.0610906979663103,-0.0614196135636096,-0.0620102587594744,-0.0620059231913763,-0.0597639074821994,-0.0559608149555488,-0.0527818387721601,-0.0533949230248122,-0.0576292835665448,-0.06426042404798,-0.0731403072523324,-0.0850451702570411
"TMEM30A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00287607542925648,-0.00990335128276486,-0.0175128398746414,-0.0220609726633575,-0.0235614339479653,-0.024109641374429,-0.0258012143950659
"TMEM38B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227589865387688,-0.0420032013393981,-0.063782740460199,-0.0803902930588502,-0.0871774666352181,-0.0899774033105353,-0.0962192079995398,-0.102973541567313,-0.117762301567299,-0.139640854921636,-0.168861024607935,-0.198285921261202,-0.23141676754487,-0.266541468424437,-0.303143236733846,-0.341274700411732,-0.374170900120049,-0.408365812906183,-0.444363776264818,-0.481770245442605,-0.520780237280161
"TMX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000841134945005333,0.0284068967001334,0.0585636130981757,0.0869279502096009,0.118101934839319,0.157140216913105,0.193703291515737,0.238922587296189,0.270417657047423,0.299779940104766,0.326267157123956,0.355858735656904,0.390329062204444,0.430852310076033,0.473778714497823,0.517830518630707,0.563733233851136,0.604518805837938,0.646094435962857,0.687547643141206,0.728469538896881,0.76908496178531
"TNFAIP3",0,0,0,0,0,0,0,0,0,0,0,0,0.0224862961237125,0.0468768462170734,0.0673242754598328,0.0877139301141511,0.0943954097536826,0.108021190626168,0.124163497617835,0.134034189230098,0.136786364667742,0.14540421112535,0.154672713889658,0.162130620974549,0.166236464137873,0.158967889229962,0.170553567491075,0.167419364892958,0.17090213008621,0.182511247270558,0.196239578241207,0.20639053134685,0.219565138276225,0.237095836198554,0.256517855530739,0.277630340516452,0.292869663755842,0.30782587899598,0.323032930093311,0.338550240288037,0.353822647396718
"TNFAIP8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPM4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPST2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAPPC8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000993003191025362,-0.00247584031811838,-0.00422145823772599,-0.00579783109934104,-0.00830728159341946,-0.0100683371116241,-0.00864746976520337,-0.00198647135683114,0,0
"TRDMT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSC22D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153796196673951,0.0351757696112064,0.0529362275788801,0.0666067568648476,0.0781859319459926,0.0789662959836588,0.0809973682049812,0.0866455379914959,0.100173174918556,0.112951874379262,0.129915457232031,0.149847089299302,0.167188696369073,0.182324473960615,0.192241328324571,0.203449645565447,0.211557677924965,0.219993404860412,0.229589371708178,0.235745947999498,0.242605820309471,0.249291831186693,0.256709284456066,0.26521881030633
"TSPAN15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSPAN3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
