"","s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40"
"DIRAS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00158538224385781,-0.0193451929096597,-0.0346688881695347,-0.0472012378447349,-0.0592641035780259,-0.0706133452345791,-0.074384118376788,-0.0776098031281973,-0.0817278142200826,-0.089359567236704,-0.0983932255515722,-0.108776676456927,-0.120414889710907,-0.13280635283925,-0.146099450922613,-0.159064200955845,-0.173715414461791,-0.190034263430769,-0.207498506235146
"DLEU1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAH7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023671045438903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJB4",0,0,0,0,0,0,0,0,0,0,0,0,-0.029902267280195,-0.0671092332013214,-0.0989026365554935,-0.127382017208266,-0.161515409654227,-0.184930253359014,-0.195555703620142,-0.204441860452792,-0.206848165685481,-0.20699914983506,-0.211196703475723,-0.21997948317222,-0.222075123947329,-0.217318597998473,-0.216224782682341,-0.222541994455419,-0.236034013827644,-0.25209941505325,-0.274915384469403,-0.302114662144152,-0.330851119120592,-0.361145993683585,-0.392863978437297,-0.425267326664579,-0.455650380934336,-0.486822174026283,-0.517971966243277,-0.550300341773128,-0.581366160302742
"DNAJB9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNTTIP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120285360516575,-0.0370730031889161,-0.0611866396936747,-0.0885658090731403,-0.113428160470635,-0.135061570626504,-0.154276465315818,-0.173174086241069,-0.192598000670396,-0.213439054331518,-0.235458822392656,-0.257977532694228,-0.283191986873514,-0.307372575558134,-0.331318002617151,-0.355454256364875
"DUOX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUOXA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUSP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00220023796287581,-0.0363073746447917,-0.0641370508527659,-0.0832388807271081,-0.0925770753523517,-0.092562450933285,-0.0740274171189361,-0.0643560406861313,-0.0575123250352466,-0.0543607742546823,-0.0503371362662439,-0.0553279536153475,-0.0618617540747747,-0.0702523216114317,-0.0806627860834482,-0.0932190228065489,-0.1076740953924,-0.120756993684027,-0.132689383831622,-0.143631191566391,-0.152369931822961,-0.166446220333366,-0.185287380065523,-0.208152273916968,-0.232872739226686
"DYNLT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECHDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00434496999099922,0.0158681590377542,0.0314346958939016,0.0501337180205623
"ECI2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0088815978344449,-0.0189032296090318,-0.0334282774889554,-0.0401724243927063,-0.0422759254692092,-0.0415731982012199,-0.0434476513972896,-0.0459106427540256,-0.0480273152077031,-0.0506025234241522,-0.0534788771014975,-0.0595305479807428,-0.0678600102475012,-0.078374261258898,-0.0908045740594754,-0.104624939061627
"EDN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EFEMP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EFHC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EI24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.87477455276734e-05,-0.00530554190838167,-0.0116821639507704,-0.0173288993027078,-0.0217299772606607
"EIF2B3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00213972671307167,-0.017681949036789,-0.0274526188166704,-0.0298183133036603,-0.0312773068381479,-0.0295784962965363,-0.0273801963662684,-0.025991981878745,-0.0241131629337091,-0.0214884527420863,-0.0181420692241208,-0.0121338845042965,-0.00640415550591733,0,0
"EIF4A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ELF3",0,0,0,0,0,0,0,0,0,0.023143997981724,0.0617913960205221,0.101480314741196,0.123240485224738,0.133794612107192,0.139263728263619,0.138231434518569,0.134080415744412,0.123796289968415,0.119016288244445,0.114364223766968,0.113014361915347,0.107203782381617,0.0970425015583915,0.0902060970769923,0.0976327543133911,0.108062613340831,0.148350317379339,0.160197697977831,0.175467653768409,0.184289971833245,0.191407397475322,0.201507546465174,0.2194610452347,0.242210602488968,0.26861973616854,0.297092249087371,0.315743426749784,0.338546865578197,0.363044910684599,0.388621455313162,0.416726933823207
"ENOPH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000491705868223034,-0.000934113032879796,-0.00152774898438061,-0.00239662674458757,-0.00310723099882492
"ENPP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENPP5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00347212969389816,0.0114857955354909,0.0187545510071146,0.0288999565449801,0.039531602771909,0.0546922641401678,0.0721279316350388,0.0908003984261474,0.110684431308804,0.130807975300974,0.14569494990405,0.161115547500898,0.177007548674996,0.191456157616297,0.204162794477491
"ENTPD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176963785714728,-0.0561234988695701,-0.0930897290001898,-0.118813295182324,-0.141128918831618,-0.158646900903584,-0.171992512468558,-0.18033121497561,-0.193496135819469,-0.212908437892374,-0.232093218840258,-0.246942022886998,-0.255849363483202,-0.264366051127786,-0.271272744414655,-0.276046212925639,-0.27830925058334,-0.279199691358123,-0.277274726735349,-0.275693904704549,-0.272426334920278,-0.268099908146756
"ENTPD4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189744726040712,0.00348850473666825,0.00469205048232358,0.00654285158283192
"EPAS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EPB41L4B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EPDR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000324445580477499,-0.00209077769083706,-0.00831387426257355,-0.0181406829717822,-0.0293188396693242,-0.0411869213190245,-0.0516901793992372
"ERGIC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERMP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERP27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERP44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00158531603734576,-0.0199558497727728,-0.0343238326424838,-0.0520501849093083,-0.069818717855307,-0.0907662348731442,-0.10745958741964,-0.126076917932015,-0.147112611317459,-0.168963849276115,-0.192077608916411,-0.211178948989117,-0.231743336415659,-0.25294551052942,-0.275252633936066,-0.297566638976719
"ERRFI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00580945123705623,0.0157765540557989,0.0311118476018538,0.0487956677160986,0.0660803336645353,0.0843772420347563,0.102807201685107,0.122967080604066,0.142027229981691,0.163266445065521,0.185687126946298,0.207992596158985,0.231344346034881,0.253834857212788,0.274650594424882,0.295175928438804,0.312582374475468,0.327925267086419
"ESD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EXD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00759870958428043,0.0410836165280958,0.0785893312561834,0.115386099037308,0.137102649185848,0.15715104870981,0.169119603870098,0.183584550094873,0.198145635225817,0.21607109285079,0.234416172728114,0.253986715014149,0.27528442721746,0.297894291825808,0.321313690511789,0.344691201664718,0.370783136758089,0.395735404223422,0.421472249459722,0.448432482181513
"EXOC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EXTL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000670257887247863,-0.000363317335667006,-0.00944895392835008,-0.0111451379032625,-0.0240443939119391,-0.0360287669753833,-0.0453349750188885,-0.0532557243641794,-0.0652755834007185,-0.0807353337553971,-0.0983165847179971,-0.116707327259546,-0.134145579983959,-0.152661377640809,-0.171111750761009,-0.187980991433735,-0.203832039531796,-0.216009194369347
"EZH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2RL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM102A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00190140804512134,0.00717056149495554,0.0156665548774877
"FAM107B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM108B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM111A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM114A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235598839531453,0.00611430995277792,0.0114802828991978,0.0170837371623998,0.0200638659173461,0.0215159294129134,0.0230406575452241,0.0249033412839221,0.0285473194002771,0.0311124176712933,0.0334498707977912,0.0369118417933132,0.0423775395974855
"FAM118B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM120B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00758353209751101,0.0359882589589165,0.069971718723022,0.0954692513781304,0.123635505236231,0.145761203114753,0.169571101303047,0.188128810388262,0.207623147249155,0.22898433615242,0.250453661540497,0.271087206583997,0.292490659912065,0.315724078657486,0.338841209375993,0.359536006930103,0.379273701333986,0.398231982881218,0.416398732771744
"FAM126A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0026757373671039,-0.00843960509895395,-0.0161510229342886,-0.0231824446360064,-0.0278645352059973,-0.0353994468276452,-0.0426889146776925,-0.0468707016788306,-0.0500320564955362,-0.0521826474599205,-0.0579391911923515,-0.0642428518077685,-0.0686928362664193,-0.0736611890126339,-0.0786536640871202
"FAM13B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM179B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM190B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM213A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00443771125677527,-0.0146201536995224,-0.0194300159125511,-0.029240848972213,-0.0417341979384329,-0.0530024688644918,-0.0568333198535441,-0.0543194243117345,-0.0461153497930409,-0.0341816522756576,-0.0197950144111411,-0.00650916644418045,0,0,0,0
"FAM217B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00740041916763171,-0.0181490941260365,-0.0296968479373937,-0.035482406675717,-0.0312214888700098,-0.019549856774094,-0.00777213714201011,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM46A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM54B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM83B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FASTKD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FASTKD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110065493153094,0.0280211256041062,0.0537980575532579,0.0817503491608303,0.099967951934891,0.11869769817398,0.131196063770512,0.147389675859994,0.163265463084044,0.181746365327983,0.195128471324704,0.204370828020009,0.210378990385541,0.215211430351868,0.219121644414285,0.222194944396487,0.227770769074487,0.234050067057095,0.24066244232959,0.249312134917519
"FASTKD5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000412074543479891,0.00607777868035758,0.0129071040197824,0.0211012402782918,0.0302471821654606,0.0387218761849966,0.0479577226823606,0.0561126636116855,0.063795740099505,0.0695994229949486
"FBXO3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00438026040786667,0.00939569841223039,0.0140430303524839,0.0190107881040013,0.0243076789243799,0.0311471536299947,0.0384147096834179,0.0456702695157273,0.0538307193067662,0.0626032872224124
"FBXO32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283791154285647,-0.0847914280810928,-0.132282905894185,-0.165646442950833,-0.19422032820536,-0.226559305466701,-0.25792557386883,-0.29159860213218,-0.338115238047409,-0.379852300701319,-0.424456097665836,-0.464355130057922,-0.507641392658452,-0.551366794176018,-0.592997179990604,-0.628978029504604,-0.669429984510215,-0.716641110360175,-0.768541306646499,-0.823825106288124,-0.866801706330756,-0.916554513980356,-0.970929513687759,-1.02818696044383,-1.08785155162593
"FDFT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FGFR1OP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188758945541176,0.0461669473562674,0.0687196111335523,0.0887371429243843,0.105555517057371,0.124256062335562,0.14694116111011,0.171456262747318,0.196854902907788,0.222586793303225,0.249912786764747,0.276984798045071,0.303787178466626,0.333176174766435,0.365384709634059
"FGL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00505555690996706,0.0432930648070156,0.0766820136181653,0.111382000594992,0.135674874291097,0.153104292821713,0.161538417191121,0.169297428021848,0.172787434626205,0.179119909953363,0.192503548190889,0.210454530223881,0.22980101189806,0.251430101491189,0.275905110668421,0.297792841739518,0.32051619727428,0.343601403606982,0.366904546709452,0.390816290527276,0.409335817095279,0.428227800862376,0.445003796392938,0.459442694199073,0.471669496014683
"FIG4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLRT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000192682511803622,-0.00820895907454134,-0.0221955145805852,-0.0386026611370355,-0.0581889992698318,-0.0795113925042115,-0.102367972745887,-0.123823631812186
"FN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FNDC3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00135352560720247,-0.00169955137126916,-0.00150866605754867,-0.000330876833166407,0,0,0,0,0,0,-0.000689835987181596,-0.00180062055181637
"FOSL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00546394426391915,-0.0196213822045583,-0.0358142446440124,-0.0567537047726118,-0.0820234299057275,-0.109277267760824,-0.13728220619887,-0.157212386368636,-0.175981261495866,-0.193985412067735,-0.213328518867214,-0.232056180722903
"FPGT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00200236912900919,0.0131773522175972,0.0286413037933974,0.0479859420300272,0.069319047990904,0.0930894929896977
"FSTL3",0,0,0,0,0,0,0,0,0,0,0,0,0.00775271503498496,0.0426687871765567,0.0757034388467218,0.107248690149784,0.129141328311137,0.13127358835276,0.127497412465104,0.112431823223261,0.0978192556231415,0.0898889810951371,0.0784500226807808,0.06338652205863,0.0514590363000977,0.0378929421497251,0.0294166816392307,0.0165961511659649,0.00970648614610405,0.00681904192961988,0.00277649096571218,9.5124797900021e-05,0,0,0,0,0,0,0,0,0
"FTL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000445166443509961,0.00202950174879405,0.00343657519509389,0.00955282335304849,0.0216627816143282,0.0371797144934538,0.0512589465064862,0.0660183113398976,0.0805552434149994
"FUCA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000305467028386264,0.00485773840793448
"FUCA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00650472110288215,0.0294528839403669,0.0490147517094345,0.064736191054036,0.078844426815103,0.0923031120669483,0.10709533842697,0.120522423356516,0.127322459224595,0.133510794160356,0.140372372118673,0.146741988374642,0.152347947716338
"FUT8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000208171656317121,-0.00215206542895404,-0.00383366395074214,-0.00892005103218154,-0.0198649969154604,-0.0335671718385821,-0.0453082041063026,-0.0546743231135301,-0.0611622686084443,-0.0701046039142039,-0.0769509826959939,-0.0853978770073425,-0.0961548847879168,-0.110820940814103
"FXC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00111404841666454
"FZD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00078970376005075,-0.0144867428945532,-0.0297695907201928,-0.0453071993261176,-0.0622705789930857,-0.0782161052240642,-0.0932565754651314,-0.108942180234323,-0.122278359461711,-0.136895350367018,-0.154351440686882,-0.173383920395494,-0.194351810835636
"G0S2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3BP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00941866307475269
"GAB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000926657956878815,-0.00594301792009542
"GABARAPL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GALC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GARS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00105227055369374,-0.00243221066651482,-0.00615470082008244,-0.0116850323883691,-0.0171446679160417,-0.021996259634096,-0.0260135645538994,-0.0293549145042135
"GATM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328608254013687,0.0653751403114353,0.0984311923306215
"GBE1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00293828897302491,-0.025330427804351,-0.0362344517305274,-0.0432858109198954,-0.0553347835495752,-0.0623868534968158,-0.0649900402737579,-0.0656696568413466,-0.0667819118060858,-0.0660196523292071,-0.0692109407418408,-0.0730154606275343,-0.0753423169062869,-0.0781876866440401,-0.0821543172491955,-0.0879185142638769,-0.0969052329595691,-0.10750259962835,-0.120954464604274,-0.140529157056908,-0.161757248054916,-0.183989653209193
"GBP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GCC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019821105912213,-0.0351146079777001,-0.048299704058569,-0.0531673182136546,-0.0526775974616001,-0.0525576243457801,-0.0538685907647801,-0.0568030610197114,-0.0637749121067816,-0.0712840928127696,-0.0786587340974478,-0.085375417478427,-0.0926223482282113,-0.0985482132341802,-0.107080602547918,-0.115148513091281,-0.121255348164611
"GDAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133202578576583,-0.0340115230356061,-0.0551464843278362,-0.0833432033076146,-0.115519092149785,-0.152978431082442,-0.194776495531206,-0.235555618702823,-0.281323934926736,-0.324652220862429,-0.373650844083104,-0.422009461532458,-0.476106591099475,-0.527425617674678,-0.584356406073896,-0.641351027849239,-0.699758986675578,-0.759767946747961,-0.805794652272931,-0.854007104687229,-0.905135955772066,-0.958216175958293,-1.01270903037527
"GDAP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GDF15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210942796722464,0.0303990727124299,0.055496455995624,0.075800339011771,0.0871122312978911,0.0990308169865542,0.108664038723659,0.11614772971142,0.126557551845146,0.141875727095929,0.157695615949026,0.170083322440417,0.186296360193503,0.202135787714306,0.215170227621557,0.226242397470142,0.238520975120055,0.252014150593906,0.267061032771746,0.282439208490577,0.293321037696902,0.307183509139743,0.324561092923603,0.341402713025936,0.35842888887604
"GDI2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180103122597144,0.0518818089870951,0.0888700648172786,0.123280619939448,0.161519581836406,0.192187941701532,0.23417609161548,0.275764483026751,0.309777723609888,0.338949346165068,0.36116087988062,0.380031719035604,0.397094374775049,0.414113483266679,0.432488419389444,0.447497990857106,0.462275436550205,0.471515821111718,0.481840495305185,0.494442600998719
"GFM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGPS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000204152023905683,-0.0147923868457515,-0.0357299096489572,-0.0590435083488425,-0.0841829827635366,-0.110996889955563,-0.13838508297961,-0.171082176061491,-0.209551372446495,-0.249117391627238,-0.289537872822991
"GHITM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000737255778061427,0.0039466309457201,0.0106914034801872,0.0189242829643242
"GLT8D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000313785048868394,0.0162037619545451,0.0298226587760365,0.0422676348962007,0.0538672386361933,0.0640763970043803,0.0729634377513483,0.0809475079376321,0.0880568426772323,0.0966832071517646,0.10630801903989,0.118651372808721,0.134182062615884
