1|0|12.9453125|12.9453125
190083|1|7.2890625|7.2890625
818434|190083|8.8671875|8.8671875
818540|818434|5.69921875|5.69921875
818541|818540|4.9609375|4.9609375
818550|818541|3.078125|3.078125
818551|818550|2.5546875|2.5546875
818552|818551|4.97265625|4.97265625
818563|818552|41.35546875|41.35546875
818570|818563|5.28515625|5.28515625
818751|818570|3.34765625|3.34765625
818752|818751|1677.69028792843|2922.21875
818753|818751|2368.3405807783|4124.9453125
818754|818751|3076.27786458333|5764.01171875
818755|818751|3797.75949534082|7222.53515625
818756|818751|4487.16838222493|8485.79296875
818757|818751|5188.70854144677|9693.12890625
818758|818751|5860.41874007411|11757.5546875
818759|818751|6615.00071796542|12540.22265625
818760|818751|7324.11368128765|14340.69921875
818761|818751|8034.20416163496|15561.14453125
818762|818751|8709.60904309641|17234.265625
818763|818751|9439.33499851039|19048.2421875
818764|818751|10151.17055819|19782.45703125
818765|818751|10853.4589450814|21463.86328125
818766|818751|11546.0795049548|23400.08984375
