1|0|12.9453125|12.9453125
570239|1|3.26953125|3.26953125
570240|570239|5.18359375|5.18359375
570255|570240|41.5703125|41.5703125
570262|570255|6.07421875|6.07421875
801599|570262|3.1328125|3.1328125
801600|801599|3946.52937397204|6888.67578125
801601|801599|5413.42946068548|8448.48046875
801602|801599|6645.0923892798|10692.37109375
801603|801599|7724.53035050676|13058.21875
801604|801599|7999.39142867823|14855.890625
801605|801599|8622.20672168821|18153.98046875
801606|801599|9372.53181031341|20554.7265625
801608|801599|10367.0475785753|22984.25
801609|801599|11706.8753864558|24842.765625
801610|801599|12143.9736755981|26575.41015625
801614|801599|13476.5855374161|29714.765625
801616|801599|14325.2762798905|32413.60546875
801617|801599|15227.2982380806|33957.71484375
801618|801599|16273.4668913435|35929.171875
801619|801599|17413.4605067479|38465.63671875
801825|801603|1.87109375|1.87109375
801829|801825|0.125|0.125
801830|801829|24.08984375|24.08984375
801833|801614|0.2421875|0.2421875
801836|801833|0.12109375|0.12109375
801837|801836|23.3984375|23.3984375
801840|801601|0.2421875|0.2421875
801841|801605|0.2421875|0.2421875
801842|801619|0.23828125|0.23828125
801844|801600|0.2421875|0.2421875
801845|801608|1.87109375|1.87109375
801855|801840|0.12109375|0.12109375
801856|801855|20.05078125|20.05078125
801857|801841|0.12109375|0.12109375
801858|801842|0.1171875|0.1171875
801860|801857|20.07421875|20.07421875
801861|801858|20.0390625|20.0390625
801864|801604|0.2421875|0.2421875
801865|801844|0.12109375|0.12109375
801866|801845|0.125|0.125
801867|801865|20.0859375|20.0859375
801868|801866|20.078125|20.078125
801878|801617|0.2421875|0.2421875
801880|801864|0.12109375|0.12109375
801882|801880|20.04296875|20.04296875
801885|801878|0.12109375|0.12109375
801886|801885|19.5703125|19.5703125
801890|801616|0.24609375|0.24609375
801891|801606|0.24609375|0.24609375
801896|801891|0.125|0.125
801897|801890|0.125|0.125
801898|801896|15.90625|15.90625
801899|801897|15.21484375|15.21484375
801904|801618|0.2421875|0.2421875
801907|801904|0.125|0.125
801908|801907|13.44140625|13.44140625
801911|801610|0.24609375|0.24609375
801914|801911|0.125|0.125
801915|801914|11.5234375|11.5234375
801918|801602|0.23828125|0.23828125
801921|801918|0.1171875|0.1171875
801922|801921|11.1328125|11.1328125
802790|801609|0.24609375|0.24609375
802815|801614|0.2421875|0.2421875
802818|802815|3.375|3.375
802819|801603|0.2421875|0.2421875
802820|802790|26.5390625|26.5390625
802821|802818|1.8984375|1.8984375
802822|802819|3.35546875|3.35546875
802823|802822|0.32421875|0.32421875
802824|802821|2.1015625|2.1015625
802825|802823|1.91015625|1.91015625
802833|802825|19.90234375|19.90234375
802834|802824|19.18359375|19.18359375
802838|801604|0.24609375|0.24609375
802839|802838|3.40625|3.40625
802840|802839|1.88671875|1.88671875
802841|802840|2.08203125|2.08203125
802846|802841|19.41796875|19.41796875
802847|801605|0.24609375|0.24609375
802848|802847|3.2421875|3.2421875
802849|802848|0.32421875|0.32421875
802850|802849|1.890625|1.890625
802854|802850|17.7890625|17.7890625
802861|801600|0.24609375|0.24609375
802862|801617|0.2421875|0.2421875
802863|801619|0.2421875|0.2421875
802864|802861|3.328125|3.328125
802865|802862|3.41015625|3.41015625
802866|802863|3.17578125|3.17578125
802867|802864|1.859375|1.859375
802868|802866|0.32421875|0.32421875
802869|802865|0.328125|0.328125
802870|802868|1.85546875|1.85546875
802871|802867|2.0390625|2.0390625
802872|802869|2.00390625|2.00390625
802878|802871|17.75390625|17.75390625
802880|802870|17.83203125|17.83203125
802881|802872|15.89453125|15.89453125
802911|801608|0.23828125|0.23828125
802912|802911|3.34765625|3.34765625
802913|802912|0.32421875|0.32421875
802914|802913|1.94140625|1.94140625
802918|801601|0.2421875|0.2421875
802919|802918|3.38671875|3.38671875
802921|802914|12.4765625|12.4765625
802922|802919|0.3203125|0.3203125
802923|802922|1.97265625|1.97265625
802926|802923|11.5859375|11.5859375
802930|801618|0.24609375|0.24609375
802931|802930|3.265625|3.265625
802933|802931|0.32421875|0.32421875
802934|802933|1.9453125|1.9453125
802937|801610|0.2421875|0.2421875
802939|802937|3.1953125|3.1953125
802940|802934|8.14453125|8.14453125
803327|801603|0.2421875|0.2421875
803328|803327|3.38671875|3.38671875
803458|801604|0.2421875|0.2421875
803459|803458|3.21484375|3.21484375
803527|801614|0.2421875|0.2421875
803529|803527|3.26171875|3.26171875
803530|801617|0.23046875|0.23046875
803532|803530|3.3984375|3.3984375
803576|801608|0.2421875|0.2421875
803578|801600|0.2421875|0.2421875
803579|801619|0.234375|0.234375
803580|803576|3.25|3.25
803582|803579|3.18359375|3.18359375
803583|803578|3.23828125|3.23828125
803598|801605|0.2421875|0.2421875
803600|803598|3.1796875|3.1796875
803612|801618|0.2421875|0.2421875
803613|803612|3.4140625|3.4140625
803621|801610|0.2421875|0.2421875
803622|803621|3.36328125|3.36328125
803628|801616|0.2421875|0.2421875
803630|803628|3.3046875|3.3046875
803640|801602|0.2421875|0.2421875
803641|801601|0.24609375|0.24609375
803642|803640|3.390625|3.390625
803643|803641|3.35546875|3.35546875
803685|801606|0.2421875|0.2421875
803686|803685|3.3125|3.3125
